Class,OSCC,PM,OSCC,Normal,OSCC,OSCC,OSCC,OSCC,PM,Normal,OSCC,OSCC,PM,OSCC,PM,OSCC,Normal,OSCC,OSCC,PM,Normal,OSCC,Normal,PM,OSCC,Normal,PM,OSCC,Normal,OSCC,Normal,PM,OSCC,PM,OSCC,Normal,OSCC,PM,OSCC,Normal,Normal,PM
MB_112,28264549.4610504,15465252.3371062,35320983.7195514,19604230.1819864,16729887.9418077,33968126.1842971,21360538.446655,44009472.6081489,13767093.428745,2337624.37317334,19130790.6922225,62491609.8349417,5691415.79072309,13839800.9666052,22218786.04492,41583531.2693464,9048808.1276814,16317278.5164135,7435459.01136016,20007163.162248,14455913.8350691,7139942.35297056,17126559.6642858,10441592.6878153,17266458.906998,14962323.5168087,16033724.2726764,25929828.9133057,12086789.7298432,15493882.1295081,11921938.0937119,16138291.5328957,30379354.9362867,17570827.3935637,13355002.489387,22245784.858726,8682326.68297887,9672198.19139927,6237663.82771779,22996410.7004158,8504401.22108027,3683262.26284892
MB_113,2833414.66830532,4034564.85730653,35017694.9670353,22655022.6193475,69319864.3353531,61581667.6936355,62165697.455943,8566799.80140182,21472458.5916252,54903428.9681599,26000005.9483345,50913394.3657947,65435684.2146811,84572462.3173113,36446922.3333695,30934713.6390032,31105385.2548319,42543808.1644826,45038182.3384354,46071695.7357345,27326667.7875172,49831968.0152748,101173795.068969,26538102.4144149,50485289.8263309,16980081.3320966,62454762.6678703,12972780.678319,7669954.70850815,25276414.4664582,47323724.1430986,42011830.2965588,35615216.5809957,41320459.7201166,41315985.0678533,51226817.1239044,46493241.731357,54393220.3712508,53986485.0853114,46832794.6522485,56673113.6511677,16561036.7825907
MB_114,38969291.5473931,30902791.9142792,19407348.3972923,70944505.3964598,72654334.0427561,25788121.210053,17585639.1237442,24466491.1957527,74270092.1675356,32533753.8650993,81834422.2520887,48421115.3309004,44685571.0977913,20545398.044934,61442027.4285553,14078462.4010308,4016992.87186002,44047327.6832614,44089547.496492,53472516.837784,73467308.5176576,38893366.5353272,18755966.7420815,34143803.8886131,70805346.4456995,61572693.5830937,32700091.0099993,16880906.0002522,65850143.7006562,66204911.587134,92403612.4094335,57888603.7272922,60733563.8032665,24488952.1071837,42287949.8684638,56749152.4560264,33177018.0952315,36071128.195683,44210515.0595324,66247435.9506172,48190618.3346447,29366413.2962143
MB_115,6643909.87366423,5180998.23282878,4241109.97139214,5237809.44016538,4070205.18679705,3995369.81537066,3700011.8606457,4202106.74328084,7105542.234943,5135926.76008278,7161313.12777227,5126742.224177,4117893.24462447,5053695.42588063,5166698.7774467,4511476.93516363,4247965.50089367,6125915.37529294,4438193.90912495,3671292.66232339,3323498.35656858,6411297.57265186,7574359.32199443,7886510.93523637,6137171.54108521,4703886.64252799,9183288.99533555,6060321.68373511,4056172.09560532,8208049.82907892,5794597.62080655,14450523.6924418,6833025.7272668,4262486.12837628,4211303.6028984,4404398.42277207,2821639.25251577,4783089.49311237,3709191.88645733,2607380.52021599,3613269.25337178,4726711.38739362
MB_116,8702308.87161933,6646659.06192286,6774476.7956951,7227389.06170215,8291298.84831694,10969636.2367719,8805036.26541295,5456615.79168045,6200741.49591574,11427807.3715083,8816617.27680686,8499101.47534129,6273496.75317649,5549669.96313353,8906596.01939406,5215163.12241608,6635930.09422206,11698610.7701644,6347651.98357604,8976887.9825888,6424986.20266062,7190985.65716753,8115364.71127353,7443243.89940582,9296458.56931173,9516079.87288522,9778278.72418792,8975207.77896712,4533242.03890929,5517103.38138421,5453265.08794468,11225227.1003588,7046360.65126993,8229607.69298547,38052877.3863281,9473581.06029764,6275303.87704416,6763933.53881482,5760086.47221387,10342986.4415985,7200026.25676974,13569652.0336989
MB_117,4808442.94351739,5444584.30323521,5600207.618892,3098960.7959584,6130774.45548938,4220138.86984985,6148056.67668082,4386599.76389759,6666948.69849896,4009904.13558499,2104895.95582587,4989924.53701377,4150638.9189259,5039844.98493731,5500632.24315098,3766437.67371113,4713824.93352623,5044545.19543974,5289540.95163154,6397499.07333186,5348377.14616224,5244629.60664454,5285757.82533698,3325412.68761358,4438024.42550971,4871543.77779099,4187995.72104557,4954108.41666343,3356478.48196967,5508475.05505513,5513752.79869452,5144788.34519773,6881247.73234399,4622598.67882302,5196715.19037912,2638525.99281887,4954866.45466426,5135212.43789065,4296844.30049189,4514069.84178557,4853762.34710312,5417287.15958242
MB_118,9392524.37026035,8274582.35229684,10825730.8351104,10528530.9608652,17407460.3831904,15263268.0322237,8914135.17515377,3794863.31161354,5444192.54141711,11762705.5487462,16639128.6091662,8156892.76833121,9434740.69700293,6177624.43922673,11944686.6944367,15146153.4942353,2407575.08619538,11071156.2614412,8095833.92387422,4817284.48800977,9990860.81567085,9625385.3395885,12558297.3641989,5682055.78683942,9143347.62393347,2509461.89219202,7913023.72708868,3660390.20872501,12016028.116479,11551410.2235454,14150761.9163833,8214134.93244526,12812589.9439402,11114786.1094413,10726469.8887778,8573721.55344107,6488790.76401749,4471340.66572069,10488390.9994689,6144014.58756154,11117271.4470562,7030669.20097974
MB_119,23968684.8180817,63160217.1578152,83765468.7584662,69073486.6216685,25358898.0843917,44865506.2477779,80486587.9610907,41150369.1012723,64520220.9590864,42463773.2376976,28477203.8501773,30556245.1411214,75898719.0232839,57220710.6959057,58484441.1202808,63273901.1505666,86063671.7986898,28041921.2909885,52133451.336434,67603906.9209251,73299064.8997521,31170892.3496782,32905808.0704864,100894888.261059,40302804.3712731,54410598.2507685,89332617.3960697,63270402.6412061,63093474.0869073,64108405.630365,54612872.3560113,192985550.469926,86018618.0974564,49524669.9753142,15596467.5031119,61175838.5306357,58260180.4117397,27606265.752967,28783794.5825177,75810488.779514,66697036.211694,86215348.5891828
MB_120,250757476.464474,440169045.408509,453642016.657296,374106263.514494,464134564.441937,498915488.394925,664620979.743864,361606525.282435,224916355.472531,468326168.999845,211199660.632072,544775737.593006,560338606.699562,438396341.12511,373165053.671142,231227181.540856,385035351.898008,344660970.993225,185684602.942684,760357149.565722,171495473.547453,316939647.215613,165012379.837212,638193645.339972,309314805.304387,262056103.547405,589995351.618378,456677251.678272,642622800.973287,129544021.553108,530047968.674028,695238544.834532,429808226.780119,367620731.609995,408265545.924306,456598609.900281,366058797.88816,215583040.853481,679619499.211964,330708988.612554,640092087.230094,424616134.616103
MB_121,13458297.072378,9089108.90771489,23150731.7166962,12937826.8563244,10543099.5273836,15771604.1799523,14750932.9299695,26172418.2047704,9726727.28529589,13230957.0788079,10849080.6883284,28347165.5641787,11027718.2446459,9381046.57854524,6633692.82380198,21205384.29564,6290208.29363186,9692927.11163958,4207147.515989,9446564.88778266,10928492.759874,14930321.7299825,6374235.6605524,10919908.9909729,10671608.2521105,9066845.86047958,5832594.43003478,14983406.3913887,7804165.21148479,10038299.6814486,10069487.8138459,6949712.42131406,17053941.6001283,11075908.7998666,8525894.6517402,9806939.1798378,6156340.48280764,6243972.35820457,3903687.84693112,8502854.32474176,10694484.9686825,1928283.87882575
MB_122,38192652.1165023,14194915.1876656,27476812.5683648,21444716.7558311,27907441.3343727,26742367.2674957,23799905.7145714,5517882.02095892,44802671.2888231,23496239.8294474,30590045.3006731,43819155.8083167,38095980.6846282,13554962.0203014,16573392.7427857,6742883.97749122,2039204.79029775,19836007.9063863,11824431.3909302,13610956.6062626,20272631.0140136,20133173.6378559,4853510.07154105,29713423.2103064,36492324.8038524,15881719.6573326,35009857.0642725,12840823.6444561,35281749.3172889,40729790.9480911,21099409.3390656,53646986.4923623,28207966.7712938,25639589.6627118,16957421.5712918,27075345.7211286,19486286.889109,32829996.944954,25983388.1313925,23824097.7637707,12588753.5221054,18830659.8526229
MB_123,1198554.790289,1652055.45953237,346579.647045192,1038933.19341996,1306669.06427208,414122.316578666,881849.80172069,1551819.23422166,259474.019525665,1481313.0082755,1664035.87518353,889520.619849744,1290225.7872225,992034.366913301,945853.407903589,984341.388579535,1602790.76119314,1083007.0856173,1415391.12730776,1333900.20040351,1182224.0208586,1154098.28881917,1265120.58226475,1099990.65730657,1199526.34829384,1747900.0340942,647678.342187198,2428585.13823696,518516.463321378,906174.522638547,1707887.526426,1397639.0795313,1094300.44916632,1107562.42601504,1380671.50815668,1663260.38474486,1319299.49185513,1104381.84367698,1267349.56342491,728774.170941579,1453488.68631867,733783.778039395
MB_124,329228.760340182,3386489.15333664,4948845.61212799,6250649.01311348,2214535.44126398,9831752.18634821,13992139.1553781,7861489.60990978,8733103.15712272,11422771.80739,41179.5106416345,11383854.6127493,13310199.2794511,17423230.4338617,9984280.1797862,5373521.08954457,3852911.83655231,9763842.88245856,11488070.5087578,16135255.3496555,13053110.3458978,11339102.4975625,22349844.022064,4788408.21097037,12318722.7024842,9434134.38119554,11854323.0660088,5511378.35280105,10650837.6130257,14699281.7988805,18247919.9130867,14303659.9086265,7938787.87964235,28777.3145462312,18198903.8598482,8240617.50171354,9194604.75653775,9956115.1175447,6632254.68589715,14063276.2455864,16485977.1922773,8962361.3952009
MB_125,3728913.48111416,4354875.44038357,4144436.61558433,3672632.16802403,1740483.10829534,3285115.2100429,1561269.208853,4354915.53136216,2437348.80678334,4279370.79697277,3778758.02916543,3925451.72663373,3617158.32867605,2049900.08287066,2773770.68651697,4485629.63258302,546769.666852679,4430340.78380984,2132768.14869987,3078090.12090802,4102551.46777515,2084856.82628031,2930371.28533327,2094683.7514018,1175314.83772188,3495372.70771104,3970999.99686938,2182030.0851883,3320579.35917723,3113195.07679931,4219797.34002273,4443273.09849105,3105025.71708883,4596372.99619456,3051064.34269676,2799142.14724355,1931674.78328942,6205114.97009852,2512360.37457809,3397819.70426957,2768822.9054352,3245338.83829088
MB_126,2579045.56962691,21737416.5474614,5183347.63001634,21889280.6443308,3487453.27689878,7011462.03453268,12246906.822328,16727719.6135777,12841978.2983935,2004895.6151751,6969981.33959631,16659843.437235,10012753.1088929,12027945.9976925,15615699.3069716,13108717.9185592,4360900.74915997,2472104.26005578,20340651.2807037,9572321.79278788,12284414.0546419,7106725.95209669,22476651.8050875,17844970.5732229,3207057.63212874,25321971.5271995,21157448.0705488,10455380.8577173,21253795.7231936,21537497.8700165,10653417.9761672,11551714.4859494,6447205.73675363,12435810.6093998,17768602.4730246,12326379.0814896,16643187.4955329,13289638.5066585,64682128.2071017,11565679.0021862,7107384.56560073,1701658.19852818
MB_127,7846666.17852539,7829397.01348616,5264872.56888471,7258325.12051991,2491237.15113353,6012887.96846495,5555878.98459004,6745555.27314198,4293812.19883699,3052454.66231279,7017690.49557977,6546686.36930892,5995165.81608817,5097070.10378275,9922617.0765492,3677641.24608402,3250298.4234287,8020255.99268755,9039070.09308174,4620412.03330587,6623201.01069893,5002295.20727488,669847.74969816,4069491.17966955,8499393.67013377,2939940.80133253,9333744.43489267,7318140.57619917,3623098.56190079,3328515.76289002,10492527.5827631,6399838.37232077,7082524.13870441,6529650.74160952,9702100.17534364,3762031.53205814,11145243.8625014,15436803.2639522,2277866.94481198,4673268.93129836,4489275.89467123,6676426.25547068
MB_128,6767076.33003642,28302442.8044751,110925156.821709,91118599.2357555,15572564.5310247,135831058.963944,144202871.592669,81807887.7030526,54184073.8119031,98938536.626787,57975752.8011493,121915949.913557,49190921.9111915,103150477.669015,190261075.976184,148167216.64033,64269100.7640534,66160350.5565732,120359178.297369,146804670.31423,116859576.944876,10104657.3664706,100013039.84267,101028377.891522,149344678.24643,107784353.154037,102829823.427229,165344449.715538,98038063.6095018,97385793.9742872,64940170.7160711,82110152.7662979,62079121.4910415,163383509.61569,54428542.7292528,112748444.018209,53513189.3151802,92477799.2383757,79495999.7055064,93487271.1788057,105655345.604086,112017433.07232
MB_129,17324121.6533308,16935580.1264931,15339475.5972625,15179796.4450841,15878339.9359402,20062684.3550194,15413300.9362913,12161854.6729779,12993790.1481475,20261520.2237089,11723533.2491087,8544036.127858,6133154.1361549,6165991.59953822,6399501.59006768,8031657.26978673,4069434.48410764,7972501.5491933,20361592.6127907,21389994.5192166,21031916.8971778,22880744.9406313,14701209.357642,3574370.61819153,9371489.64023325,13038934.8167704,11734845.2619677,6656682.94656003,15677780.8025215,14424115.18441,82625164.9392253,9628369.14536033,19985553.1246299,10327997.4497396,7400203.41746206,99914771.9506115,5786759.03045803,6641516.93369385,12979377.6147578,51916697.6574852,91345457.718171,8724489.96650141
MB_130,19493342.1876268,16463528.9885738,7202322.66938104,15469156.9022229,23267207.5265503,39396210.9104004,14429648.027251,11577167.67204,18220334.3088625,19123992.4166822,18040097.8640819,18174873.7836792,10839855.4939619,14032524.0606442,14493890.7861785,18005621.8380418,8617359.88765285,20234660.4718801,40601870.2001638,6053275.51484,12680892.8869654,1008265.12808033,26512709.9924515,13795501.8152497,18232712.1211388,27087022.0949832,14974242.8347704,10211206.1613576,17191411.6027715,12745770.9429624,14104177.6068668,4582794.13898902,504735.188116763,16226903.0730223,15289285.7714779,22307769.6913199,9255628.30058716,10706505.9165219,8506900.11425692,6186791.75590248,21367003.1597593,14067402.7103779
MB_131,61343728.8419965,26016456.3390409,16512951.0249044,66648694.1920408,12191484.0044117,38438549.704187,30898128.3037512,37965757.1539651,35513088.4174839,30076660.2666151,42602091.5782499,36726329.0563815,50417306.9833952,33531410.2779428,46016837.8063407,59669791.2400942,36078238.7937182,56207139.0780889,41642806.9074814,38466869.1479922,11921132.6308051,51375872.2109572,51736648.3638746,34486309.6393002,7353234.95622637,12348775.0514124,34187117.2880775,44978462.9333456,53913830.6988378,9771207.95005896,49330499.5674574,30741030.6446722,34327053.4358113,42753857.2296802,17596365.1763027,13466881.4181153,21757700.0251907,49123570.7018617,11876198.7491868,36143687.3661743,15417682.6144308,33433949.6660262
MB_132,4486058.28439344,6266121.83087242,4957641.44946729,5691416.76281854,4555972.22645512,5580056.84502802,6535387.69742397,4775707.82444415,6069648.69923585,5576649.55974618,3090443.40195736,2988124.60463097,3931846.69793184,5093341.08666557,5090972.2959463,3599614.85473379,4731064.63053697,4948348.11588783,4197447.45596011,4786121.08848373,4370184.98012385,3905841.98471738,4524929.0057098,6901091.02402819,4208949.98223427,5138222.8010835,6610299.82155897,4969856.6945613,5204920.01155458,4822057.92691935,3761620.71021721,5535979.71411436,3660667.60715276,6149899.10446039,4724424.48370663,4287007.19379337,6622658.06478507,5310605.00400677,6258806.40194476,3871514.04486915,4894306.07532787,3998798.32770748
MB_133,130298648.031268,215587272.690741,206618303.984367,122498291.584322,148548964.771248,285045596.032532,251113573.527653,108558404.176069,291046315.045547,35758725.4981462,86947079.7398751,126054908.200244,187929524.786197,127732942.894411,80813779.4540208,68556611.416571,204310815.954833,230644582.373198,300800173.312668,222947178.861269,111738739.600561,63385182.0922098,278888052.786034,224400913.658547,246905185.820865,105572627.492746,157937702.786989,165747691.92221,182043645.444004,204068075.83057,180266582.120299,246926534.901943,42296560.5897034,209097616.155938,173711057.61731,155186924.415902,21696967.4832708,142967636.575222,113588213.372667,98098505.2567418,265026751.094023,64720249.4633718
