Class,OSCC,PM,OSCC,Normal,OSCC,OSCC,OSCC,OSCC,PM,Normal,OSCC,OSCC,PM,OSCC,PM,OSCC,Normal,OSCC,OSCC,PM,Normal,OSCC,Normal,PM,OSCC,Normal,PM,OSCC,Normal,OSCC,Normal,PM,OSCC,PM,OSCC,Normal,OSCC,PM,OSCC,Normal,Normal,PM
MB_71,17883171.5052049,7886980.64891454,46546403.060827,23928719.8082147,11611606.0878652,31797043.2282253,18613184.7265707,24804759.9790236,20978565.1506854,31380027.2063335,5794407.54881371,14123457.6757659,33552206.4025086,25391342.7901577,40630451.0648281,22779487.603625,20516625.5961877,11672351.5070988,33179553.6287904,724353.773814812,391436.646017395,16034719.1813396,21563155.6639027,21148269.2252841,10836089.5963351,7010827.27054946,23276515.825331,12383181.5191709,22949611.4021462,6443229.06286728,52336982.3693058,26507794.757505,38166428.2890613,19509574.2332771,57179129.0713111,4282446.34629701,34862247.9846496,49680753.8882927,23340431.131252,7650332.80266517,2519982.70961686,34820694.2333422
MB_72,7408096.97014803,7201938.547896,6656878.35105631,3947586.08555609,4824102.8957322,10500210.2675909,6220331.73035023,6645892.90733144,5786207.44885297,7280252.63166979,8473437.76918924,11188567.78781,7779084.99603643,11065933.4729358,6617319.87876088,7185648.47904814,7702058.33835221,5855156.40726316,8765565.4043678,5235241.11091849,6158557.67973872,10879340.2601013,5733940.82551078,6892338.52818418,6536338.75990192,5109732.51481435,8797439.61767349,11219618.587994,5339367.28315097,9792161.48842642,7599365.02800485,9221927.7783773,8305316.93055794,7621860.13802303,8841246.4418398,8029419.06406009,7183851.27547553,6417340.27317045,6751114.51451203,7181239.73497568,7984402.36795205,8951230.99750362
MB_73,5548913.50627532,5515047.7221498,4175835.33581863,5479638.34418812,8117467.7715618,6306413.76027033,6182721.22464706,8343843.99133515,8898071.0236963,4690961.71679153,7556507.94508899,5215620.25833649,7076645.87570916,7121999.03653128,8890318.96997572,5919512.80142258,5051759.98141697,5895261.70822731,3630090.2348727,5778231.38118466,3797226.41194461,5104829.27524738,6884638.00616723,5292227.64201333,6128915.11966479,3256010.2656565,8182206.43165128,4198889.75453239,7489518.13947056,3582279.76611611,3638950.34080889,7133817.81694248,6513475.78589534,6514384.23026538,6213021.93862337,8678237.70116439,7579450.0768309,5119913.63233599,4713298.27078394,6702381.87346368,5870034.20114946,4949086.60494343
MB_74,4638385.94379159,5959230.18902614,6734334.47674084,6474699.20510821,7941120.54526091,16813786.9432906,5168259.6842224,11702629.4007266,7133886.03304445,10863702.4985178,1859117.93546761,8890072.84029675,4471054.09321001,4709084.21261423,6393590.72404726,5649536.86805155,7754390.50671682,6243227.20674012,8171201.83245628,2944007.20196263,5007295.36540054,239757.598618071,5525077.19626834,3548407.54392309,5189362.15307192,7087571.66086809,11796520.910376,7604355.36642195,11754308.4731608,7330595.83276852,9153256.75234661,433732.980375892,13654790.9515671,7064514.42464671,3514902.65239824,3979224.472573,6832208.71719258,4746998.37446263,7760967.30338341,4727369.98312904,5886108.06242738,7241977.91804095
MB_75,7863615.04204027,21608236.5360714,22905285.5144618,25903624.2881773,22385812.4095139,30723221.1300787,34022818.0441745,33869359.1250762,28069645.8841149,37292736.3800467,20417273.9671147,30003259.9028807,13116895.4860354,37516194.3244989,40552569.380182,20364228.596667,55156542.6655183,30804505.5135527,11388266.038603,24569333.691234,11097508.3448165,27454799.1204853,64870580.8603554,26570461.4415796,18065550.6258281,37206402.6207219,17680656.3112853,22366759.1243325,31542153.0795533,10043061.6811885,31702591.9869861,23514387.2502777,16305350.4252106,27529690.7878344,13966128.3401276,25521740.2865003,1153237.95775362,5396492.02491075,23090650.5171502,34365995.8843843,13855476.0657537,19450126.9066153
MB_76,26723127.3605567,4298004.03681522,47261444.3204621,11689968.3211293,88788216.8570117,83162362.6916519,41048240.2107412,93953265.3852364,48818389.1051096,84312267.6067469,53630151.3360941,25135123.5150259,4857581.37478796,31848252.3274062,60125542.0263105,27668469.1604854,85296546.159776,150987944.441239,3779450.00781882,87958368.0206515,41435476.1387009,18947854.9932346,122221937.729367,59400134.7135219,42224090.6329658,49195990.5345778,77072512.9564445,68221142.3576733,35088327.182734,60409092.4971206,111966250.74066,5006418.1178655,54455337.3077871,56827551.2592967,20076105.876824,55194026.7626809,263221605.260206,85379461.2186753,94158932.382462,65383949.0534763,109792087.576675,40857801.974966
MB_77,20674035.1443276,25573176.7906809,9612337.60778575,11266853.2699991,9122796.20862321,3707450.39328879,14295688.9450552,18087596.437601,9979598.39190599,5435150.82703486,3599237.88055371,7599055.57730997,15898918.1611507,16554003.0202711,19595032.5336669,14185442.1069525,5042912.79868245,34759467.1609274,10290875.4908603,6210569.1205715,30384276.5429806,19312394.5267077,17758369.2296096,16399075.4139701,20547612.1453296,5977259.7420538,15408424.2828515,20101444.7017531,9194239.36276269,21086000.4818265,25504700.9849266,22010598.221105,9801307.50243483,27951145.2994463,20771446.2320799,35405000.481677,8757160.0474182,7417862.17636766,22979710.0433479,23192438.9088715,25144946.3828155,7566649.32263873
MB_78,2926547.13512475,3412350.63133246,635609.706191808,3305740.50094376,2683837.40321644,4277457.81969317,2380339.76860293,1992336.54800921,3315245.37072138,3241057.80860411,4175197.50834766,3156096.10228095,2611680.04025234,3700867.81110147,2480319.93152878,2365032.02290214,2075600.79327908,2677018.09474986,3161179.81649092,3199810.27067898,1360576.16205335,3250039.63035193,3218140.13692324,3613783.42139658,3115424.86033795,2402093.1430329,3445415.18428122,3679441.41736898,2474942.83649201,2063212.02182745,4299514.3381584,3314733.76193915,3751908.95753714,3274869.36727982,3004569.10508441,2591259.3634473,3113018.98858728,2588654.94562557,2588202.34237662,3577403.89499747,2236263.6302931,3798591.33027664
MB_79,21780666.6534156,18586392.7668002,16044285.7435276,17796656.1084153,16797904.1467533,21756470.9045375,8440996.86652996,18651699.2973755,24224391.0400692,17464098.6541401,21430930.3728801,23741950.412658,7581095.95176986,10681530.9899066,8130564.25392728,8178592.43160416,5493194.5147567,6522427.34133664,17165045.4495068,10390876.5578592,11606534.6935022,28007416.9560586,47260357.3186533,28630585.0866011,18830656.9981645,16719624.6188538,9748491.56847702,23150543.9466509,5207633.18581148,14875645.4880357,36151973.7329575,38353549.7166835,18233245.9666713,33046858.0862916,23468179.3318117,21010664.813343,12841936.311967,9957028.90384263,9679265.94898211,11479056.6871284,9872012.27642042,22289397.641184
MB_80,11096433.7935934,17754746.984006,16934650.1141006,26726490.7593911,21165251.2436433,8210154.96381841,19221302.1314827,8756199.03957716,15179408.4320654,7245666.02524384,21268197.7106326,16801587.0857457,13673561.6629022,21706241.2692241,13051909.5961219,5833799.84453619,12595386.8869623,11162357.0275293,12443360.9270904,15469616.4884854,27210386.8590652,7464152.45423691,10547714.1494842,9260484.08218229,14413072.4584868,9277448.33140332,14439201.9692456,13797860.0449432,20724700.3745029,20414958.6511492,12074894.0095116,12912049.498844,14099243.0571363,18077151.8659334,12744712.9411276,10134803.7694982,11446448.6660256,17152862.8293575,15714508.4912997,8733404.01781034,10684816.5616606,15031096.9493405
MB_81,55459394.6832651,41504427.3740458,23910982.9457444,68119973.830322,59601712.7751996,57126452.8220538,28924068.7126643,71828812.5309243,45499317.5447267,92965908.8795873,126522587.684881,49772058.2735078,5408009.13059296,46437334.4309502,83799326.4877011,87710475.733472,42832633.2355868,188894906.302627,106660528.279363,68976799.9927657,76840073.5430322,54393965.0060819,36426862.179256,94178026.0433914,34380668.7496087,61563339.415217,49830924.7288112,25788494.7100523,211357017.51496,64464465.7370649,230928062.164726,69770746.7723063,50008222.5797258,79280349.445274,81513493.0609315,408289532.411557,96012844.1180212,93192828.0705421,165064081.340324,103059849.149347,16449229.6048502,95870871.146629
MB_82,4454459.76121935,11218753.3288927,21493819.2046102,14158932.388841,13198382.4486735,12523835.0511281,14614434.0197726,13982482.6174411,12265353.5393559,4302840.72189016,9572539.16239107,16916316.4368524,14303263.5997379,9505601.76985498,9713252.54929311,9999884.95802725,15997232.9022451,9467519.99857691,14268315.9023306,4461641.44589628,18828895.6323729,18986491.5328581,9546851.45156338,17761702.1269028,19135575.977349,14818087.9131154,8848075.82275598,25215752.7984717,9207692.995989,19500032.7326427,9779584.95586991,7304052.18311287,6588249.95199646,4909303.83495029,9705204.26943669,19059952.3380087,15631544.5513616,18482503.5806925,11194421.5963147,8113739.63163831,18953551.7239803,11345272.9516141
MB_83,6857429.26262702,13814615.6433322,16415249.8491615,22811835.3278446,16303383.9430445,7678722.37617547,22896804.9563365,12424699.9663528,7945641.63210135,11888910.8879355,15102403.0552032,15863768.9095315,7116881.69304258,16870236.081349,10652614.9433479,10339920.3588758,12636555.6905689,20533215.3262597,798590.217274541,12805259.4665874,23152245.0669658,18848015.6987264,6838706.27227011,24469789.3529105,4701731.61312799,5136950.15265378,9020216.02500272,9433323.65062404,6259080.15575131,11775941.1665501,7818973.76482274,9898670.93262378,14052646.7544017,8870121.37384916,10898365.579479,10968568.5470629,8152472.42986474,11450817.427934,13275193.8487144,10986818.1249859,11321153.897089,14056176.1048094
MB_84,64249353.5389505,5464279.49240759,21026616.7450792,14847604.2908717,11421265.3639903,19154710.8159457,5467576.86012593,16733544.4830144,5873701.77459362,7375769.70585458,18162565.0769211,17299307.5283838,24942498.4126847,27812203.2288635,9369498.81353093,390601.961847477,5966109.67067395,11143975.3583986,5217640.96149278,14207011.6570284,4807095.92324355,52685194.3438888,13197903.8681054,8900447.06613937,26866155.9990813,18628844.8292643,9752372.12453789,11346585.9827718,2808518.92824831,15321773.4488928,16317308.9428356,1784430.89992087,24883744.7516918,12575744.297702,15496082.9822259,27284322.3326119,12967730.1062078,30648862.1839927,7530418.67205505,28200302.6583893,105256896.489666,3862893.61032157
MB_85,6686809.03049184,3622502.45649213,4129924.732807,5980036.22696324,5045168.32080063,4815918.93052058,4696283.8392989,2780683.47012075,4267270.79661951,4895667.81395684,4405947.07524033,4031109.86583576,4804815.20728185,6014941.57436584,5443603.80273862,4080370.2720561,5844475.42363101,3317793.44047353,3082425.79686753,3773388.7661849,5393813.55876426,4075611.89447597,6073945.00616933,5261981.49893732,3320645.75649983,2535129.05821344,3917297.32671005,4807549.50168089,5362836.2003884,5691092.39816116,4356999.08264826,5965924.2706658,4068380.58456536,4031913.19673282,5173967.86484187,3526734.46971412,5529653.45535495,4153172.91180553,6258102.65463548,5188209.66809056,4959144.17269483,4854871.69950541
MB_86,16847773.6628271,22181634.7835906,15917853.6696125,16250719.5687918,18527330.872669,29922400.3466726,26226436.4864909,12033612.4189534,15514215.7703828,9996061.82033926,33074847.8496105,19731906.7843087,24126911.1000036,23216725.7498175,25263122.3067495,21500720.6078504,11231122.0929449,8453053.91057067,17259259.2597293,6594557.30554792,21991424.7933721,29471340.5230445,21981974.3363425,20042699.9073729,17512024.6561438,21047024.9701063,17447736.3266123,7019381.32787791,17629778.7891076,13466650.7513087,9334007.71963881,9882098.04634676,24159324.1500022,6129527.67746425,24550321.0951911,23151700.1645111,25388010.3199146,758434.183013704,14695026.9257015,22862036.2682355,24924615.079751,27894317.5331234
MB_87,3677622.94410456,5847588.95890784,3761755.07296078,5998328.77030315,3117473.65759916,4491084.27094035,7526141.42270089,5424021.2455366,3727779.89178664,3436349.03135312,5742277.17951596,5445310.08268661,3983037.84481937,4146402.0723547,1263366.97674124,2839292.45938884,5245317.71590684,7552057.36760583,5952635.1864911,4391134.95752369,2607333.26849159,3240697.04872166,5532370.2568381,5005900.91242815,2312818.37680479,5682615.68968899,8360664.45621477,3912727.46553684,4040077.25384963,4000633.77551039,3028315.69294555,5155022.01906922,3361211.08997769,3911493.10986768,2086334.51066888,4843145.35154552,4112662.40738322,2960079.40855306,4613598.67444809,1814403.22514921,3853263.777822,6408729.47336584
MB_88,6037874.87189337,4972212.60125662,6416933.35874556,12666326.3274518,9132483.3050838,1375211.14328409,13858445.7062774,8658608.7569633,11617546.6386566,4007836.05062715,7966567.67099685,9410971.23338873,5562564.40050874,5711817.98736805,5576473.82950643,11767643.9005011,12987473.0117701,5452199.99736127,7783612.26987545,11712941.2156026,12392589.4957332,6575785.54222164,2105418.77376253,12988448.0467686,2275471.63306875,9149095.74206953,8027624.71565464,7069022.93485203,10974363.7925795,12608700.9240788,9317647.76006906,6846386.04655219,12760627.8257159,5266459.11103773,4001980.35060387,11781147.7310169,9648605.94506821,17279050.9528082,11956820.8225121,1892387.68318292,7958870.33304149,12185362.6944577
MB_89,19845321.4908238,8847959.8696133,19492392.2586743,946264.335325513,9331757.28223299,714530.547038097,8757090.21654332,6647215.82914933,29626898.4272121,12586970.8138837,14342215.90713,26674936.2666494,19532289.6669267,25063962.9709114,26828777.7672275,20293974.3841236,15378658.0985411,29964346.8549588,24800653.7900135,26271563.2543018,13782960.9679082,30964467.5932618,18388789.7426977,10196950.6961092,2615861.5828363,10126784.3373269,925669.066933665,17550668.4585551,24773823.8431591,21561175.213953,20106768.6373114,570125.423666533,13235888.2343321,34068914.476026,28407368.3990636,25869227.091125,3083398.03947524,38722660.0278407,25574024.4307372,37746570.8334059,15150560.3093123,34772892.3490364
MB_90,24104346.7696197,18047797.0357117,25456328.1082419,22103888.6852318,26507382.1277824,29473839.5896106,27318.1129251607,32723707.7162269,36210317.7597358,34973538.0465694,20668447.1117159,11599519.7320715,14871145.272685,17808789.2177308,26204109.7771982,21663400.8277733,6872726.99935662,3480196.61636634,35825732.689992,21226568.4683581,42587243.0778733,28376919.3720695,19555722.6664719,33287735.1651468,3059865.40230759,14453689.2932219,31893794.2974548,21361481.1902184,12902716.9222589,4754606.77768236,16938955.4558052,15661678.1831951,17594761.6984805,15790930.1666223,16232794.886557,13301158.0530707,18698221.1402497,13319884.4003486,20845750.8385453,13625052.7422786,9459529.2972844,14533498.5731369
MB_91,4470097.54273424,7322945.50908607,1128155.06661066,6191654.8779739,5777356.10143744,4621127.2627774,5405974.70600424,6960252.77702245,6755297.12740054,6546096.52934113,6248059.89227459,2805139.24343372,8204719.86549194,4644150.55304111,737123.280523457,7015477.47314869,5337916.24990287,3335326.0375696,5199820.23786721,9157150.99183591,9114926.5363929,7063819.1102149,1441691.65643359,5218833.28159671,3265415.90987506,7114988.81748326,5424934.39162266,5587891.7234263,7132072.81955905,7309140.43469025,6638118.52549827,7773430.33651473,4983752.06050494,5221833.7441389,4395936.35279967,3334961.67970598,7417340.85521482,10037284.2136813,6423547.88226692,3425005.3922697,3480089.12176874,5396692.95321407
MB_92,10448481.8224127,10449684.3993808,11788474.4501906,3506807.60698427,6219989.97961494,10503971.0853932,9159156.48308272,19322472.7795957,8027484.59496819,12770515.9323699,12448961.1195924,8634395.97214727,8599600.35801886,6502948.34134655,6538913.15329122,6393236.81765214,11262753.296599,14135678.9994174,9260912.61065275,9882261.6733597,7979559.31754097,11685795.9526169,11237887.1163389,18235098.0863082,13166643.3539213,12679137.1024,10390098.7784391,11796600.1126914,7859382.20979485,9416098.91718538,11895508.8278556,7490301.98214492,9721118.34407191,7158962.98137062,18603397.610233,10178218.5309788,10251421.1897687,4563528.41725356,21971917.7833418,6401368.30163275,12785915.0633365,7706533.94797098
MB_93,21923887.4675289,32845156.4463207,7992432.29367451,9306928.16378667,13111145.5560755,27477374.8106797,31124448.6600797,14568676.9530356,12279737.0020588,15832709.504337,23496976.2826744,25168698.7983985,29755239.3691882,19580540.1444201,10091856.1289952,12601262.6337028,15510984.7554631,30908510.7392848,18947117.1308597,5299300.90372929,22311059.7020207,14268462.4672769,626227586.627433,39016379.7807523,22476402.5897549,24506610.4547767,15140042.8366069,15920942.4705665,17820971.5320407,81688520.459532,21912194.2462306,26383635.7612,60588257.8829568,69686499.67474,103464320.108153,52187479.0730073,25127242.8288612,9466328.00692344,55740335.7865808,11816380.1562831,36832213.9510999,40844558.5941875
MB_94,89642846.8133145,46244602.8437003,14526375.69701,19252347.7121647,41674531.3457203,23074600.7044662,37910451.5621669,50883938.242611,41387369.8660405,30512205.9287661,46448779.3098719,42270954.1220307,17902819.6756095,20843257.118945,38896267.6923672,24836063.5712998,32946902.0474481,41906362.9016155,160356674.41573,23175206.3569645,20496765.7987771,33083464.072853,48690032.5508019,51088001.6294771,105407588.945291,38723849.8255498,36152401.179006,29648862.8762408,53182722.016497,67903548.324495,46137562.5376451,31096739.8491388,52802644.5482797,43571287.2321509,24241549.6545624,35094032.0012203,22742034.458743,27631524.2251421,43041408.2318461,40603401.778774,46853473.3721168,21366899.9586512
MB_95,161193411.517802,210993386.56437,358275602.627804,180871948.448676,186404547.97912,508050779.42215,249556084.133189,267598958.940116,107096955.051781,676525626.254324,75596709.638292,38926792.4975624,242194439.252557,420397573.210743,197601894.20481,202462122.339091,274114161.522898,139470798.008128,324221106.583715,463592480.680161,341624412.578,86818212.4196579,19618140.6921915,110857837.719756,162112924.340054,132284008.706725,830226108.668783,91898607.3990715,288773140.308116,353228991.182495,366164079.054469,1543426736.42789,386280768.963658,382590956.034592,331398248.32495,109058979.661371,110247704.787942,238523371.431178,360059601.509771,193310773.103407,36453992.8314341,69295394.4953972
MB_96,114730956.632149,176657224.994037,107650729.427755,255012733.617868,452389147.736137,1852449663.928,202186476.695594,126126646.355169,43664862.3861269,178063638.028729,214525063.96521,123650465.527606,167310420.022753,228906668.172585,184455761.583781,275286757.173778,72781501.3000706,43869452.4524908,128937913.402218,144073619.294206,248485512.959732,161586475.517858,240514088.723209,2691046892.8623,297061716.299573,103883941.508779,224331187.143891,114887575.62272,180651404.668829,252343907.405322,94029372.4253329,208584468.237214,196706804.336302,118908743.782406,189052814.188136,179088873.818203,186604113.9108,159337011.134726,260606061.971864,252036350.414672,52834544.597508,414459230.823175
MB_97,5347783.8627127,4803760.25993476,11942506.0138539,10647994.2779883,4552016.96912827,5791630.39875679,4172334.55577549,8956820.39142564,4899820.47329479,9332294.31105211,10487878.9358092,11172594.9722242,17670077.8162166,2900001.18910714,11687223.1308215,6320874.2481775,16683981.2088881,5531982.5875315,8925673.74572208,7691930.59812582,13083990.7584841,8623147.69935405,10990322.9980512,43608337.2763641,10492321.6584146,7811431.92482284,21422655.5951394,11975197.1119139,6418255.72999979,4440452.11450562,8352444.73433948,27983015.3553328,5949726.80677917,9059304.22197092,326222.557370315,7022954.69149575,8849700.78561942,14087352.1000445,9892959.7705659,16947480.2198673,12787712.5028396,18633287.3836356
MB_98,1221581.68953615,1882988.63734787,807642.362595024,2182791.01935829,746296.630792056,1442083.29374459,1316599.28995437,1748271.66942997,888413.093265534,1776536.15328509,1443932.13582343,730046.651664783,1225156.52969705,1580587.49844367,235902.426569922,462700.833261191,746290.192314759,1407220.40072646,540397.247514927,1381286.22252183,1071156.97845265,1371953.65978703,1852533.84210657,2042610.23995902,621322.635025189,1340336.07453672,1691012.87119978,1849487.05017485,883381.491657066,1132110.26154537,1572941.72136769,1763795.82221317,2081976.77971603,493422.641682477,918628.078336251,1439292.38176405,1423174.27029081,1793268.73360381,1587316.72022165,1723986.06601446,1195056.71263444,1886375.14627591
MB_99,8660832.05155457,7656050.0224108,6583325.48227221,16204800.248369,11365450.9892969,7991975.40468246,9000982.24557564,6065065.5910232,6371892.54268914,6243704.28527185,14343958.7829693,4318525.20104801,12408564.7384709,7638075.68614769,8239062.49378368,8990816.04587705,7352533.27423176,4141869.09698439,10467716.8018113,7110550.36720383,656477.381347331,5155121.80478486,11801080.7459775,6169598.05598155,8196804.81468538,9399442.63413918,10078894.5761821,5953904.47782329,12482574.8469411,9908090.05171861,11318577.9619024,4613884.69203628,10964592.4444004,9592788.85147847,10587348.153077,6342055.96180379,7967940.98459386,9445628.40534866,8518548.11890431,12356474.0916426,7685125.3850471,9995880.36031652
MB_100,79847098.3296078,64813820.3534382,43426702.2091103,47007635.5133606,24207380.1593193,8461955.02456061,33947891.0332612,37397448.5329688,4081732.77243472,43027563.1126722,81905127.7239302,21854237.5156689,22554791.8041257,25939146.2124319,12899969.0322648,78046292.8342513,60800067.8285325,25297077.6997743,53429892.1374731,65926951.8789448,35556382.5368942,41829938.6133751,45195743.752715,46364649.9797032,50084823.9243149,67630239.5931228,57729469.7167374,16446330.9098448,30038561.8580462,29985065.2636164,17179491.741035,44431662.1384274,35894426.7558697,17923577.8158936,37313153.5149521,23525013.1162809,28013166.2392167,29729794.2625184,20303146.9055602,10649720.1025503,48935384.6795726,27641497.6893776
MB_101,32752420.2356913,23238492.5265751,27634727.9098908,47083817.7688915,17772727.4947529,35836105.1171704,7522120.24771358,24050917.3711823,37144223.0114193,13171413.4993299,15041874.7066474,34727597.6091394,47956756.9410288,41480158.215559,18872099.0818344,26648604.9046863,2745337.998425,12422224.7863246,8144252.31247437,26508499.6893804,33592010.5821826,9221246.37294088,4582811.51444752,13535722.2044688,24112279.2372422,3720354.11472302,17283738.5170021,7264386.3197904,1188808296.27489,2768750.25273303,17824583.2649905,16643701.8686434,31580884.7178016,23944346.4825666,241988380.109656,13637283.9671743,33377116.2327643,35863638.070504,11336274.8464988,4350127.75975397,9021435.8223814,18045093.5318403
MB_102,7075825.06668337,6643488.78236796,10710346.1976617,9037424.62867042,8398537.21431657,7363148.42635125,8913926.06767534,4190592.54712284,4937806.07155158,7920675.51357898,6441421.87559576,6133098.86286395,6998316.55162308,5484752.40696356,5626124.73048112,4843410.46649079,6455003.84001107,5369335.01743677,4135911.16959953,1453329.752541,9667422.72587866,8891173.26817743,10747881.8621551,3166407.4013827,4442475.78072943,3383939.06924812,6803572.82911822,7281167.13837537,6053273.75910408,3646032.96753757,8178927.3431837,6470763.78691887,5042853.51045761,1650859.12550546,5838494.50798029,9783550.11246588,87172.8056663591,5114003.91018053,5240255.06619602,4188203.48059754,4824171.20685606,5226159.12939151
MB_103,179097.605275045,5042526.20376353,3704430.54354364,2527525.02998373,2921943.08828014,2947526.89924484,4751731.74245844,8205979.90896637,7218665.52191017,6671669.41822788,5752299.01804523,5551536.41841373,7115122.71779116,9042932.35252053,3404054.5297591,5474410.93168288,6966932.81814793,6465760.30868279,9728603.77207539,2940695.03109272,2994255.73440314,4952473.82323772,4621039.6150195,6307778.76628248,2262667.21249651,3759090.97824975,6216379.52768576,9008436.80459886,8102742.93083655,10423123.1854185,9307832.26666173,1567416.12842569,4465475.30200699,4515192.60515922,6803359.05609776,10035414.1300221,7662338.47117594,6151909.36540746,6895849.33975349,6068372.47831385,4631077.20944643,10261278.6957714
MB_104,11173536.3936185,14031828.3423397,5600735.60733166,38662862.9070399,4237531.07959015,68291983.9852628,8317997.87585984,8465880.99565346,4797589.515623,4251647.80700654,8041349.41057147,5344620.74640201,5425284.26328511,3776828.58315957,5352681.75673759,9500631.26966585,10227617.0977462,6014119.30400117,8610193.91231776,5291063.2898245,3435513.93885028,7146449.44024621,8879487.27475822,7154233.98565769,11630742.4031677,7609865.44762639,10680107.0974006,6042345.61786959,27452160.7969535,9306430.09079034,8094182.24363602,8479242.1456287,7060184.64363785,8781142.39253485,7108062.74467286,27866696.3229401,7059826.25317017,7987901.47579175,9281236.65038655,9856743.42150921,4731264.82229194,6812360.93254635
MB_105,9876609.03046488,4216446.43356426,14820122.7447064,7495480.05314974,13754058.5966484,10631303.7067637,7892459.98673869,13924760.562071,7981988.84415768,10014040.5507192,13474266.0432346,9889404.84993561,11939858.1876061,17133033.0319759,7005805.62596887,8126809.54485392,14169919.8002962,13338221.0947512,16231692.5933054,8771013.21369684,22770053.7470183,15122462.1180608,10279331.4577764,7504493.63889582,14202828.8132127,4050460.25847774,9337513.01172045,9182765.67602286,11274934.4525519,9432708.72073863,13578946.6249746,9609518.4701932,10371776.8167983,10008984.2760522,12666195.0769924,7183475.26198447,13446781.3927291,12754830.0653865,11545336.0891224,2584883.48640242,13756806.3004408,13408780.2357646
MB_106,3936044.22167654,3600736.69752172,4201760.89388048,4128620.37378068,5532629.57779364,7040118.18555701,4261054.72739904,3531527.69989894,4766518.5069816,6263551.64115502,8044941.7239537,3912329.73007195,3373447.05518416,4049932.49449525,3308495.28293876,4725686.20654085,6231349.36881505,4916246.52043965,4144113.07294815,6180730.6628531,5484453.66556238,4509194.04494496,5812552.74596911,3866737.40732661,4516630.48059221,4653704.49433187,4295005.90768987,5294361.28985487,4868646.65222721,3939410.57840136,3744595.17669832,3053654.30567607,5405506.7726297,7350339.8415052,4669437.6982116,6704656.24573698,5157680.91839003,5725343.78514161,4834952.14999987,3219073.85237598,7901026.75347701,5434216.01459258
MB_107,16433522.2154345,12386497.157405,11423036.4966487,13903594.7614084,16779632.8215976,12201624.8650414,11450398.1571005,12218354.623033,12475228.4534902,10437933.2491349,2044032.36289379,12076037.3843633,6705700.07188284,20067540.4846243,12612301.4703556,11503295.6511642,10918720.7637454,15934341.1261014,12724088.2482199,12720649.9360951,11793196.3800838,10781871.1968453,11511877.1688735,11646324.9928186,11451713.1341718,752394.323014475,7634271.2084505,14162900.2012735,13520008.2080655,33425732.6907586,7817537.68067076,9129969.16303682,5236269.40919367,11229546.5582174,4842171.90274259,20612600.1985332,17996930.7943199,11129925.5153233,3460768.76740449,16702015.5816924,7256298.0023767,5148325.29390971
MB_108,60123135.3827335,3743584.22815377,2846242.85466665,14087197.7589543,10671375.0108471,13594905.0599153,8076434.10473825,12919566.3472844,15163181.0731499,21145322.318928,21589815.4623283,21300202.0300095,11865473.6521236,18826811.9974247,9687359.70130588,64863866.9116518,12555818.5321296,5265536.77267363,12944876.8139935,17350274.2123592,25284758.5444377,20549368.8822833,4072725.15181171,7463260.19275366,26586863.0534018,8997250.63794948,8527314.54318046,12362737.6166649,295158.112989621,142449779.697995,5264855.23857944,7364773.17132263,10933211.3843536,681257.186526235,6868349.49496818,19456613.0764044,18559347.5324157,26351207.3617325,2209074.54919293,3953949.68715315,24606717.1770354,22302323.2076255
MB_109,10954467.0174517,9704846.99754602,9518207.34761591,9359720.5222237,6209979.37027643,6757940.70814523,5133394.47114394,4234879.32697822,11319887.4074566,4697129.49823791,6485191.3850449,6910780.51949463,724268.378401531,8754900.95340224,5167577.42254856,12453606.1212149,8168702.26855176,7757989.7715746,32136077.8219109,11395487.6381596,12966209.3850509,11356999.4544885,8792596.41138557,9301768.79590102,13513647.7751826,6184851.19992913,10165010.2679556,5204950.51374856,4535278.93654267,63976244.7595833,6531988.3485469,8723214.70864043,7426120.36703723,5458535.78246176,6861905.66675776,4298260.14923941,7662327.16502537,4208315.97796461,8467950.08941849,6206616.16062541,5314351.82252496,3723677.61451322
MB_110,3572524.91394351,2508289.77934912,4458262.52180098,3045997.82347409,4296878.35798764,6632790.00856721,5756053.73626614,1785719.15458905,5065254.89560593,3221894.21155036,5605900.37372302,5246490.7747906,8893261.55739392,356425.030272898,1438841.62405551,2782496.61359666,3981036.04370776,6429780.24067748,5004901.01141064,3302945.53313737,4393047.70427458,2989332.96637171,5299197.80018925,2250218.86315074,4294096.53562352,2180971.18626719,3768840.5471698,5854862.62353976,4962263.70244126,4879350.73896248,2791235.86211167,6004668.02390622,5978428.17972253,4229436.34939154,5514383.14173408,4745317.8998502,5284366.3536565,2031196.9502151,5169508.72811776,3740339.71309509,3429618.90608152,4147864.71974411
MB_111,8743633.89071371,13377115.2654968,14105225.0291126,9121412.22442729,5777569.18585413,2414876.82679022,7523778.18666637,4026009.41106105,11002402.1695255,18481747.7878648,6773930.54266622,11963513.5285557,12382397.2559077,9093504.34464077,18467783.6632391,12538886.9317469,12349327.3597591,8165917.8520563,6334079.59764205,11875923.7692249,11924245.8884246,3421061.94592622,12005121.0023093,7453522.96663727,8455712.31073531,15157880.3383454,11843733.7440216,8901939.19894538,13071091.4629494,9112406.37182905,12744526.0913303,10767535.5440709,7422138.86928146,8037539.63952034,8617472.64548898,6457458.51731036,732191.55690198,9450980.79927226,10091543.7949795,6248729.19925798,13967751.4142695,10493967.9370652
