Class,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,Tumor,NAT,Tumor,Tumor,NAT,NAT
MB_1057,351557.45090998,13799933.4874045,11260277.4263042,13480974.0999091,3212768.16984991,10090030.7255028,9617628.94340872,11455127.6998431,13017009.3578283,35564748.9783947,4317436.99986763,7079665.37222528,16287145.6045539,5684950.87208006,7831240.50664665,8533767.55516966,9735270.8876158,18467683.9144767,27897680.5032449,4295191.80216287,3221842.6575881,4869222.22746868,6938591.30114526,10760195.3273114,9574945.37166828,11829208.1155156,16638170.0117069,17791225.4384898,13770979.7803178,12459361.7086582,6008207.37289124
MB_1058,6327182.84559036,5302452.70344737,5977888.13347475,15156546.4681484,9883400.9977484,5251715.3925417,20310119.4481351,4454594.65916276,20337656.2725644,6371118.68492531,7697217.41926261,7542827.61695856,6699147.46681358,6282183.95029383,12305680.3225401,9586919.6476219,12265908.5710637,8805738.78772035,41139485.2792545,16992660.980014,5443708.49070549,10921492.6899677,16692135.3248277,11597730.6980782,17920616.879594,5105539.03665981,5874588.25639744,6934922.43271811,4763400.89187015,7123272.22248749,3350350.76695474
MB_1059,9416659.45597226,3609082.64575179,15786252.4348577,10609911.6878668,3816047.65817956,11088143.8000397,78151682.2973083,15061500.3805688,15753135.2614207,7575589.61454795,5688269.87645976,8399750.77571831,8846300.76776365,6805772.31190486,968794.997503703,6784178.27224736,9941903.75003206,7378482.17952945,14228301.8591727,11843889.0188383,6845935.79979887,13964862.7460605,11978840.0918165,14683730.5646934,6472882.49417843,11082009.1128526,10595978.5712159,8525606.23590004,12664415.6274804,14405546.7863313,6159743.76279099
MB_1060,7957585.2439757,6879650.39454666,10547572.4849624,15471296.7511911,11539596.8166934,11551423.1703501,13144799.0337424,8836370.38291012,7063329.01738635,13655796.6203928,10708373.7831447,9463954.59434847,10203723.9678253,14559353.4076641,11817113.5926552,15841704.5175811,6466001.62178584,12837311.9708528,9576436.72270364,11656455.8452726,15822735.0182825,10950487.3163826,10588999.4146962,11068770.7632606,5572270.43849241,15166755.4464937,8048340.77580714,12354645.544419,14872401.8452349,10730871.648642,4552723.65393808
MB_1061,6105669.30806842,6360121.72019048,10570527.6163651,6498377.4396131,7773193.72697648,8702545.47470452,11823217.7258777,2866301.13343702,9073309.78730588,15418654.8230772,5905439.54468076,8101524.95647054,12022538.7832278,7199513.76501209,8270325.43644452,9417159.05185878,1632603.31930197,3290859.90592683,7328223.76365223,7428548.11117723,9751303.31128876,8300551.56680299,10708936.887515,11726733.9463829,12192746.3507048,7616031.0833117,12778923.6516787,9911327.69420186,7613959.64117126,10225420.4893457,6327460.40530642
MB_1062,15809948.9565883,10256090.2652558,29750042.1243341,31075295.0203082,31843610.0835299,14200463.8451715,15502056.8282262,56217983.2103262,4513510.09657358,5918451.32265712,9035496.94667265,14667313.8671859,45873843.5448175,18342273.6720164,44572321.3170169,17406374.1281751,18631722.0989452,15422090.6256039,49622850.7059321,23136987.5765115,17070539.7061363,6541355.22850866,57108374.107313,20201552.763301,79783623.631282,33489675.6952919,668341.996050403,42687799.7366146,7756032.63340718,5857476.01001472,46641076.024139
MB_1063,91396819.8954175,11918853.3502505,86268700.1781595,104087345.298344,93080356.3489425,2145587.12310398,256368635.490943,73977392.9278651,141939321.981975,6707108.91829282,104872339.350561,116432195.076635,91977950.9304363,39402142.284617,164857581.755493,17789053.7026528,103739751.076986,188782959.169042,65518217.9003112,128511242.933852,164040139.83102,95058229.8843872,58215044.9850453,182892915.5533,88409482.7257896,137826056.062991,111814429.283869,254255137.764433,16659772.2146215,22949006.5917796,111033294.028531
MB_1064,6033763.98490008,9084176.10023881,5303338.11688753,2067115.84793473,8056834.62704494,10906077.1513077,9005673.71513538,7864032.09855098,11500469.1859412,8103267.57611279,4482049.7661376,10925405.3692638,2444513.66861,7813623.38177441,7520038.58087898,5633532.99995052,11885739.4170842,7590508.23480011,10252401.6344513,11159261.899755,3152095.87419859,9352919.59945949,11278580.7999497,6911808.67986334,8362501.59836289,7629268.7633926,8030164.57286763,7478346.01286486,5872377.81780194,8905839.10213184,9199355.12883098
MB_1065,11580503.6604646,11872551.8171898,12087427.3609096,15037122.8412897,11982845.9087054,20070524.5131708,8818860.38081641,5091571.4261147,12802609.518919,21595964.3196381,4469160.82621795,7957947.99162272,1999942.82354842,13016606.0995471,3057281.96763078,7165978.15875886,8015369.01818494,8725214.37762153,11767845.5952603,989285.489174917,14902643.7115372,25530798.9708113,21583703.0668172,19202410.7678802,28825153.7834355,6699785.60303057,4008909.9806388,19020034.290683,13790411.2117403,19688910.1478809,9653469.77473834
MB_1066,10870123.7143485,15160146.6366997,13580937.3609309,22377112.6640033,12800005.6023204,21459062.0296533,11049573.5396342,887654.123159366,13951050.6460195,14548622.1727648,17743393.6510637,17360513.3219747,19558470.0303464,17360870.47392,14048912.2930741,15885876.8242251,13376889.5850387,3407453.44602643,25504137.5635037,4463381.04575931,13460335.9445614,26588288.469205,16032222.5805912,19258315.7442098,21847231.9033163,18554844.077147,8233715.46812069,24053755.9701821,17571267.3613856,19911858.3435978,15501533.5592034
MB_1067,157233705.848765,278935007.654231,117690692.923969,647254345.687036,1159044991.85222,133505237.832447,91676208.9104579,31385519.2036082,420625417.251917,52841694.4916291,102515142.037844,59957378.264919,32039791.9140896,99475584.317401,90514551.1605142,110283366.246557,110648225.016132,49205559.4900347,88867352.8453246,239506285.559189,154546960.80193,242628205.874244,276079538.974256,104660446.707905,188951198.69355,238103820.012335,87664183.6663473,370608319.633268,297227671.696483,95187011.3496644,55599247.225723
MB_1068,5439805.84265387,6428940.01656666,6106769.53812932,6324200.824745,5244677.48795218,6488398.69253402,7124927.54074129,4099745.50137701,6505311.08989604,7328732.56192308,5914808.55618787,4409063.34860553,4550478.31108504,3277470.01597387,3137819.00582624,5492282.27249544,4554941.39202769,6371770.41512536,4706153.90619944,4942870.69501835,6966861.49604483,5746298.71816025,8197176.68095778,4220337.8212168,4951653.54827453,3329279.26793986,2285356.62444593,5893157.75460229,4387042.24385048,5174444.6314571,5511249.94749528
MB_1069,10889128.8056545,12174239.7193486,9674827.82070604,32109567.0163145,26156368.0605973,10892464.3421471,32332866.6966846,5333654.77564098,13173741.154069,13447118.8142195,13541791.501809,12830163.8904094,7582629.07589037,20161027.9947981,11158356.9825461,12752129.4973946,21339717.6531888,5624419.99339289,17831086.7088839,15175464.0439623,20485015.3693885,11970713.9693938,29283084.4556787,11542588.8818893,46584665.6837752,27919455.6632321,9655380.51839003,22543499.4341121,32787532.4055869,10075894.8505516,5809123.27748538
MB_1070,10384875.5752297,8186936.9629689,2181927.27524241,7438807.17317681,7662208.67924654,11575817.8315511,3212648.81174317,3480846.31214843,9504011.59961392,9830185.93009143,11569032.2866125,10061909.3720851,8113872.19732973,11828432.8938457,8991587.40413655,13338323.2972452,4351025.93344221,7566547.07411516,11318134.5637675,11751748.3783982,10687721.1995441,3205102.81927676,9116438.02413075,7654614.19841841,9855716.28416825,8809810.36370672,9531552.70894638,6892749.30113397,3430566.9877611,11643625.4272995,7365197.30954118
MB_1071,4814520.20219742,2526190.67799263,3971977.87257567,6569411.57332459,6478940.79798046,6191862.50635831,7050669.34045351,3028073.25540876,5442252.29845616,5513232.29397379,6823405.15483202,5363931.62601992,4711521.91479251,5618939.44193737,5641125.4050883,4909219.47229521,4124447.40452496,2877217.35446159,3153149.52857705,5010670.05628613,5442043.65606847,5942803.86423702,4503023.31646919,6035236.83415582,4412923.49756168,6470915.34191758,3341304.28529474,8246426.24056669,5195383.22286613,7199900.9268585,4316231.8479924
MB_1072,7559187.47125064,4202071.41031333,9591661.79570648,4584219.8259867,3925840.76264583,9923838.40287256,8373933.56461735,9925214.0345175,7903060.81725833,8529974.02376829,5157123.8207029,15689929.4653982,8328444.34419825,6781514.86332793,8085492.34565197,2806630.41053802,9207135.82339383,7544071.49616698,10125910.704084,6310760.81717229,7413158.95088868,13169347.1462374,1638580.97524438,8331721.03607927,11606494.4311797,6117149.016156,6203841.2081029,2790089.15426621,12579121.5592742,6191434.18230567,6228367.76910805
MB_1073,9852039.89491374,13262710.9139833,11251312.7084156,12804398.6282748,6431314.52646762,9891795.56255384,11637063.2185964,5445138.84874969,7220768.87618827,5990526.33543864,7337997.62148214,20981872.5833512,13890105.9267324,13030407.7457506,11039457.70499,12107085.7065319,17718825.7740444,13314699.6508556,15427289.6405464,12211098.7082277,8266706.96111459,15004963.993813,4528454.93275667,6883766.43696256,5820529.45875837,400621.397691159,7794625.96354734,13788589.8795071,9329672.67902747,19390227.4861972,6245079.64160656
MB_1074,24673021.9076587,19703246.6079878,17206001.6288437,40406855.339579,24684582.8939485,35165706.0952475,21848191.9779381,29165578.5178038,18194298.322108,32578110.3852196,72994658.2607174,19055692.9484284,28222076.2603447,15922117.7514242,4179114.53129743,43942243.9223426,94647579.5278699,36541163.0420645,21243834.12831,11853283.7002888,17054665.7429797,16063796.3966022,10958790.1547546,30700240.2436332,12045693.54721,7611040.19406399,4346981.53885201,52204506.3120477,14710117.1075417,8482721.08866826,19213267.3156032
MB_1075,8946881.90641869,6984637.06496122,356508.733222801,1176452.91424421,13178127.4165237,15024564.7252602,6214356.60822675,11130642.6296416,7949143.3395528,10778125.2716094,9629910.64663337,3773131.83500387,3378738.68098007,9410549.45732726,6594230.6523426,5857331.9724047,9232556.81732291,14747865.2948195,3028907.0885435,5218575.25573453,8778554.08061553,7048336.3623692,6352891.246401,2875085.47560083,7874848.08077142,7669585.8664491,7127979.51721367,13855849.4770838,8012265.81129869,10910057.2784636,8388650.95265052
MB_1076,13455349.2588588,8933951.53419396,12176495.9579605,10537214.9902293,8183082.8006921,13434516.2466649,1456426.16302734,13502384.4055263,15579828.5902155,20414067.9382276,2162970.65783792,7848856.28445098,7503103.24936605,2604207.65822179,11165014.5323457,2823446.11723367,12329400.9475171,18113965.2900716,657051.564728389,7944449.06963698,856917.462632511,15586790.1745085,10235505.6657412,5009544.82583362,13277794.3776619,7907543.23584622,14840314.0654456,9904693.59940377,10816903.8995074,14026524.4168326,3360407.48895745
MB_1077,12734922.9873967,4435539.00060612,39591230.1556891,3786313.34842313,45086401.2622677,5718727.5556589,2195344.99840041,7860908.44652713,46390666.6026052,21332158.8275396,18378826.9209408,11808747.9345133,40675984.7047585,15492764.3556738,15185943.4520268,21418067.1329564,16199797.3839138,2838678.29167327,20384412.3063142,6782359.26566155,3975761.91099918,64136634.7538195,65906366.8385405,46613495.6997391,19596059.8972122,9832554.13164416,18056321.3373801,25233758.5920253,14773059.4132681,10162849.7534928,31456934.9648114
MB_1078,14548399.1610678,26559729.2085357,6413336.9929071,51840119.8715918,126092061.334391,4748142.83991024,17750563.1071314,12662039.1415906,27182647.5272922,7617775.36106686,6250759.19532537,17463776.6716365,13992931.8684073,4240724.94941448,11250094.1076792,9713246.82185723,10890221.9364056,5277628.18992074,7520411.79690369,18371583.2969827,9201570.05254383,10278522.2933221,13131249.5585335,7720640.1530178,9931566.15091362,9404268.38960908,9018976.57357502,19267016.8210191,13122152.3509302,9384552.84303958,7577966.68640748
MB_1079,3718819.8169993,11052937.8396952,10760867.0247677,17509144.682565,14076133.0018987,6077525.35532501,7627667.42013862,4415300.38436921,7256953.00166401,227233.164358037,258861.008350404,932772.487231061,16596061.5890888,11949962.2113349,15847668.6001663,13389256.8774652,16106127.7188441,13753295.1625838,7657542.00022353,3726009.8373876,8958825.78272197,2075385.60009769,5452672.25051928,8690110.58760211,15392960.086205,9373209.93385249,18444719.2533059,12549601.1139467,27088409.4584406,11102498.5865422,4451172.16358124
MB_1080,7715298.14146887,8314723.88420205,8511674.56880781,11882950.1943036,2507881.89021524,7818433.86668352,11426157.3769633,4605650.77775789,13123532.0876216,4527794.97911413,9102414.47091676,7899764.99391878,13089519.3438541,8274029.71867655,9024067.85562626,11553048.4231452,4847998.18845611,8723098.74580554,14785573.2381309,5956361.51801315,4686870.27316887,142631.69209653,5344269.53169541,6772453.34766888,10213800.244872,8072655.21064498,6885202.84392998,3277366.22149508,7610270.37971192,10515532.4984176,9735039.53091087
MB_1081,16800493.8446454,13326034.786596,6597982.44445276,5324956.26077883,324397.27707641,18437003.0979943,7150782.24100623,11438343.3517466,3677465.94765587,5093645.49702009,12252443.0024642,12349408.4570561,8273133.49867191,6130898.07974991,8192968.19474164,11419157.1375316,13969578.5474709,7746889.58107757,82453.4985505566,4299191.30248431,13174047.8414343,11995449.6066896,8718969.56854713,7457329.49531809,8021018.78527236,5453129.30015745,5884771.55904413,7855616.29219029,9386142.88900033,10954720.7542787,12949533.4133406
MB_1082,154645567.895052,27570229.0174716,102882430.307036,61796734.929652,157300272.620752,13403103.243361,196242627.970615,205060821.658121,127373367.380924,37328946.414504,131173882.72962,110743500.970493,229247371.21665,107221429.016715,83289492.3240256,86548912.4413399,85965753.3677138,121446698.390742,35478241.5168405,81383225.4410247,119937633.711718,144673127.043436,144169340.613748,67528449.0045684,155368392.735806,145347320.492153,68945676.3297774,146717570.512174,152600425.031825,69225451.1658791,150136250.250573
MB_1083,8772626.96647124,17530395.7764074,28862900.7336885,25828286.1905963,32217543.5674361,18991482.9296785,10735389.9086803,19164867.786672,15482059.1288329,20046247.1668335,26760761.5565014,31605867.8025274,25544990.4757856,5267087.08116967,12334460.650773,27334331.6220006,6308493.55805421,17868721.9253411,17960301.3578705,25274570.0816393,18187347.92014,20843384.5507776,3203675.1117506,29090652.7374069,22542221.7975558,15411977.9909251,6302805.70522328,13110908.3968711,18222401.6684193,7495218.49708209,15352859.445064
MB_1084,21513441.6303088,16434196.7344626,289138.574768294,19482613.0811856,5503182.86959634,8904386.82433642,18381673.0361737,12775320.1492079,7167248.9102103,18548869.9153171,10756220.4226186,8319385.86072495,9263020.00026602,20697089.9745246,8510067.45653673,6882355.89534402,6222290.3769579,4222555.64980637,13271213.5019213,8278257.64834341,11263545.6607421,11600477.6665041,8284004.2951683,16391558.5201034,15753401.4822819,94304.9446478188,15616306.1425416,13942294.834776,15708679.884516,9459335.33336176,2604462.49978204
MB_1085,17721939.8948585,9326622.71195278,46889259.6562198,9654046.35135904,31802498.6252416,25835565.9787548,45743450.1375344,55315822.8791844,4759761.60092083,19350808.3283137,52087118.1255828,189904.272160422,54840840.5563409,52591238.2059744,26144010.2913148,12237898.1138963,23688773.4552699,33460622.4338159,44974553.2682605,10989986.0887766,63167497.6795012,10893754.9557343,44834201.1827018,12866215.6106531,49253129.2203496,11274859.7540604,31553818.9347932,47138174.1680077,40158337.4603174,48513219.7654219,26276676.9665761
MB_1086,34119495.6632045,8228831.88947021,23887200.5463597,14751368.0907696,16613156.5671042,5309040.68729992,35029467.6412288,18452669.9170105,1565000.43235193,15993729.2767118,10088368.075447,11430707.3835855,12179495.9680052,20537269.4199921,7590189.89793028,18296540.9780176,41166524.3939617,19789092.4465957,15679305.6353515,21911014.9693205,16744099.2665737,29901002.1027821,23214153.0897687,17177945.609419,19000867.759457,12651346.6516289,15539397.2589355,29739170.0708126,7598215.79794954,17920891.5237016,8516250.441439
MB_1087,42408159.334067,53822735.8993211,41006836.9956531,20758940.2896742,67328135.9174526,28029318.1705471,39951144.8894383,39089071.7722442,60802275.8267543,8212556.80105555,23248652.4720849,19970212.0958941,31893375.5886798,11435978.7205423,13180791.0523525,34573646.4272855,7765427.98059458,21470433.8910175,31040258.2421539,38650597.4409399,49507744.1866987,36762870.5703232,18093050.9867707,41198172.2585215,3975920.70310642,61320255.462123,55053927.917672,10165599.4154632,14196039.5772775,29412587.8329626,38844745.3683764
MB_1088,10323285.0368856,11260807.4851926,10752251.4609259,17300906.2410762,60315629.9606792,9411132.06429195,14482353.8245967,9842514.55819307,14692243.6122694,10917375.305355,14414343.583905,9946283.14627722,10350876.5467972,10913067.32908,7375154.55213696,15354815.1891535,14043652.7922053,13553872.0260838,11655714.0638701,8394027.13529127,11994782.4941766,23404010.1156664,7756144.88816508,19748824.8998294,10954584.6949612,9660089.53464562,9677198.95037885,3961366.10962379,13138644.2195253,11985526.0092352,14414273.3161835
MB_1089,13377347.4332584,8429977.47265412,6974351.89626754,2616161.11207468,409156.422499003,4973310.76477235,10165855.0700871,9722135.77648796,9207104.77861525,98256.3427892756,15508135.4112153,13890360.063492,18857277.0657712,4826360.63075004,9752292.19262284,7577796.75072035,12867384.3357076,7645773.64488341,5234252.63208629,6022778.7395164,9862804.5818507,11585145.2892656,15839168.0219713,12942848.7034278,15115550.2896806,17038919.3595656,2899979.42850339,11871273.9114173,9366554.76448427,8473345.08752858,5074133.35831121
MB_1090,4841892.99101315,4493480.21534206,4449254.09395576,10551221.6278658,3103672.40846379,5210958.6576268,5226564.75451335,4525624.65566852,5505640.01818796,4654218.99919884,2084159.43189579,4040509.84297599,4096817.93013347,4533047.64305051,3961679.27877236,3180771.79471444,2805006.17943278,6046259.74815762,4939163.79669914,5003903.13142718,6100480.25746948,6028385.49125256,5905085.20509367,3885095.58322285,3121626.95901175,4031750.07260825,4679979.22564815,2817349.33288968,3568844.82542951,4271198.57499565,3041949.46865434
MB_1091,5199508.41082241,1736286.081916,4145722.32394651,7077481.3181215,6685286.37889148,8244304.59643343,2344062.10073045,4563529.19678709,10379418.0376721,9307378.08206216,3503997.71179643,2519308.13971812,4636729.8010306,9539195.75340445,5275813.19811401,4879740.44847729,9430635.66302814,4203704.64491029,3920650.3221462,8005438.09082503,3996578.48524539,8189879.5690705,4204766.81208423,10263640.0656863,5137818.60848988,6934542.15124655,2352555.5944675,5980913.5033277,8160150.54257121,7191181.70084129,6748664.52422257
MB_1092,6638829.90633774,7180769.49044299,10475868.6735233,6560165.68103076,4927159.62181038,2758504.21799443,9138217.72039601,8992860.88727285,6924799.53327101,13110761.3248919,9753290.38766042,6473000.59403347,12005446.1720107,12606401.9101966,7255721.1633567,10213453.6490449,8245184.55881721,10284721.6723521,4590207.53169768,9583757.11119222,11372360.0932245,8563076.65448172,8528950.14228565,8411217.64782599,14083124.6554449,9715133.83323581,7303445.42830722,12997945.2022754,5651129.70803507,7951301.78568782,5593370.84575985
MB_1093,8552688.50551754,9948137.53099028,14927157.2072696,8974273.57012041,24700778.3677345,29361746.2238701,21532583.9561228,4156202.87859921,24725439.7503294,17462959.4516254,17402005.3820836,20824647.9719475,3713636.68681986,8058262.32042703,18297152.3892617,22978266.7765473,12195638.8647178,22210492.9304806,12893959.6393328,14094689.350849,27980913.5291931,24076531.997294,25600367.5069576,22528549.3936505,22354893.2056753,1140664.36333958,25595650.6484987,19513350.3934203,8141703.57075426,18530241.3054696,5012260.24993299
MB_1094,7300971.32857241,11747392.285672,12582790.692555,6961977.15318274,8115370.72223044,7440352.10294292,8215809.88917389,10041570.0603872,5917236.82781517,7932130.33101366,8884201.22288781,8262622.16559328,7750303.8955832,17929645.0971073,6178815.54076713,9778370.70837389,2872770.69952409,8671617.41809549,7959188.15659893,7563717.68505297,11033741.1763808,6111240.35199909,7442886.65376531,4885467.6384145,7654924.85234109,865945.657834143,5423543.3554776,4581918.35052711,8998951.4535131,11221028.2310139,8180423.56075609
MB_1095,7103324.87753495,6306004.2099172,4833294.76515505,10659811.3214996,12856032.8471928,9333186.50474836,6886237.38681477,2942853.56922417,7066438.31317772,11625538.1180635,6598198.45403944,11639416.7097774,5684624.75459065,29928146.1602936,3894174.09494795,11540587.3042913,15837979.4265113,7847696.23201516,9909385.40980552,14762890.9039687,9057607.58439925,6835568.33363696,12000915.142165,11150724.7826205,16891117.9693194,3321020.12694072,11719926.2234779,64460460.0765113,64218868.3860448,13774444.2874944,9403302.67155382
MB_1096,13588491.83847,12959292.2750903,5950612.17224474,31231947.3233682,7376568.60453621,6444792.08015876,58253658.0882103,5224221.58677058,11276574.4494381,12594171.5472393,19158134.2077873,10244981.6412232,6397761.81603898,22016527.571564,4985552.62259881,7480975.34334598,6267942.02609717,8808259.28280475,23675883.3526421,4533287.22920285,8782901.1605104,10294426.8367993,43924902.313671,5812286.08215288,28221473.7230221,12958944.7992438,7546782.11105957,7555279.61150461,23023981.7997445,11734867.2438713,11873827.8363042
MB_1097,15314165.7631931,11564998.6925764,9379379.86330368,9958242.75354978,166017.829459446,5891469.57783054,7161940.74267078,13843169.2234458,9907360.44688935,7345752.58947223,4599724.97529703,15300912.3660314,8421394.1934138,8093762.59346714,4675137.75220474,4317007.60216576,6609162.19447201,7426653.07176846,13914297.7519186,11025057.6928331,7492111.6364835,4667342.32051643,12515652.4585519,5751132.47117399,10613599.7889445,9560688.71454612,4038693.76428537,13005551.6655807,12084300.4451527,8236371.55981681,16901165.5441779
MB_1098,6243247.97144899,6460845.81295026,12451716.8284305,9304368.82016617,9204978.10289847,3830368.73597496,7822496.1632765,5304622.53942291,3694685.42893904,6552692.11616541,3671125.65948921,12617566.1364504,5362286.93412754,10344947.1780346,14023086.5224225,8120997.46925085,8497559.42540667,7851202.029125,7046412.84231881,17052934.1994052,8203699.51376184,13476681.5010215,8198588.23631497,9315997.98709872,4676728.86362441,4925505.50489193,8694242.17467272,7692827.06166642,11666282.5144846,8732258.60663216,9812994.17882503
MB_1099,7377549.58768924,16011778.4500122,9361105.4770648,30657573.7797538,85765437.1194313,8305370.14281992,8405788.29115427,20384707.7356457,14157846.5235634,6975231.07819574,6008517.08335515,6699208.41351258,6508835.2218351,10877489.5410245,10871007.1244837,11609719.3533579,10913804.4751396,10810614.5111375,11503658.4271139,32204718.6947133,17483633.4332863,17482740.0652671,17254815.4768991,13762112.4816969,15245143.4632768,47273593.6781997,13857825.7998481,21032346.3743582,28116075.5699502,16271108.4566674,11150975.1754532
MB_1100,11856639.8743387,8653561.93050701,7751238.15799154,9591324.44826767,5115911.57011938,11874645.2378212,11314473.8599836,10422992.8063747,2756205.52127566,6453038.47825298,9953559.03015624,9884052.97393769,6428839.74100414,4182959.50324632,9705367.80574558,5218835.9107039,8090677.79931929,7084969.47365603,10536477.7936522,4614370.76516453,12912762.689498,9578705.30355213,515340.381247447,11039342.0889153,10299344.1491952,6768466.56920212,6072684.34387528,6522983.81391046,22980842.857132,9968506.5510395,11159945.2999575
MB_1101,7653445.93158316,4758857.15277466,6133586.19695919,6046578.34322962,10667487.2514876,12794169.2072359,8901267.48508874,14551843.5252694,3915113.08916719,5895253.20334839,9851811.08823388,6898826.98442625,9605546.13272354,5895283.54965078,17642891.476376,6459975.1740806,16557278.2100052,8815956.52585455,7533517.40414104,5313415.69404878,4150824.9136105,8604033.57872026,4178283.53615686,14109462.5400945,8672595.8459355,7828400.39842787,4800920.39925889,13292304.9013361,4087755.7822016,8122978.14942976,13635799.2951822
MB_1102,5506798.32032292,2477522.9755061,2242239.22310016,5419364.98657945,4623692.86736373,2152816.97211603,4018821.30803703,4861065.99025373,2812437.27908806,4164321.11275019,3963255.4923105,3047706.61927011,6317483.63767428,5557821.62339891,4393011.91921387,6872860.78436452,3558286.56809881,3608368.23911732,3794018.9251787,5524526.69540073,4490647.55430934,3719728.37579266,5189358.27105027,4415628.51607279,3895720.71066003,4478518.43008824,2564534.06307521,2794082.66210674,4689410.09253902,5523347.2162761,3737814.03511385
MB_1103,20673654.7768934,18943576.6352236,11998073.6875976,27981536.8123165,102010080.632553,17107822.236992,31441276.4739647,19319096.6781544,31115509.9781371,21024954.4170291,41201557.1262174,23187832.0391894,3857989.81899201,18205756.9153547,29205047.5951999,12223643.4876742,28595522.3398855,9373033.1242009,13011021.0881319,15021641.0745866,14876225.3616887,15541348.3664381,19590293.2796145,24953163.043934,20658512.6369501,55045590.3577282,28211004.65487,68126799.8738478,302717617.097713,18023719.1092123,13410123.7261644
MB_1104,3402174.31449654,5689232.89243316,12149597.1294461,13070348.214885,13394534.4735045,10236270.8682736,5831226.46291599,4765181.51515106,13149568.0230672,9088590.79482348,11227442.9647259,12520044.2694164,8404264.51891153,1335411.75957202,13833558.1044767,8465388.29127641,1275791.28664185,4672674.36720963,7990841.64062486,9366785.11650276,14795498.3909804,5197692.1457733,8117061.62905046,11487100.9792754,18559339.0275654,7603284.78910358,1149852.93297677,10567420.5744013,11152799.3005671,15110483.5830488,8190902.65959879
MB_1105,8267014.28919582,6817193.14364944,3163086.88607047,4782394.57720935,7801164.19590655,1971755.90511043,3473776.98090011,5920744.36569803,5669631.07360731,4392583.79505709,7062487.17055932,6430291.08586808,4513752.05912153,11472917.4365661,10281103.9230521,4107628.18280878,9201947.52227402,5219005.81909174,8157211.4534121,7037031.04336238,4994694.18738335,9559490.4079945,3723891.69771277,5408466.90878429,6027051.36309417,5858785.80986453,1703546.89552818,4112364.96845867,8858430.96371266,10316490.9395803,2435869.40857259
MB_1106,5582573.4715157,5911318.07764014,11528827.1322854,6686687.17197367,13729482.0774577,9947963.11679996,4501225.20253578,11010032.0456629,13066751.316918,13163839.6116517,5626381.83061385,9631626.92006928,7436432.60639496,7864504.90763614,9419706.82723331,12099976.8538112,10268642.996026,7681917.16006993,4308710.61221021,5306660.65408587,9438420.12656024,8519910.91794484,7876325.07124166,4310698.22280172,7749183.79698425,8176877.87516162,3049464.75704254,8977200.09556282,7264011.82093669,11933351.4024103,9360737.28145945
MB_1107,1809020.98122743,15893239.4557566,4889555.70818884,12339490.7194844,46756225.5199137,22542042.1736035,14665762.3435358,17319047.7720944,14627839.1742598,13005747.1589442,5425850.52850314,11271893.5445106,8646189.87299265,26619695.5406676,16840551.1646573,10675543.0554669,14291814.1551716,7570837.05413267,14346788.2454926,15264620.6550281,11996054.2169787,25761406.5453982,10699525.4980164,14598866.6400128,2554472.45048655,20490182.5135315,1276187.21728271,9004355.78993774,23212820.5040209,422056.81244071,6932894.78392667
MB_1108,19695540.1009491,27973895.5344189,25505295.5378574,22305830.393463,33866283.0056567,27636706.8672746,23278454.0416912,19852329.2739205,34179525.2626913,7662234.85083774,15333774.8018483,3645628.15203804,2039597.01039577,10817436.1753358,13617692.3087602,2403762.50974593,8336520.80695506,25548078.2031203,10886736.4678397,140906.908370243,19918566.2616965,23760865.777238,25568399.1824268,21840382.4270755,11492796.3497492,2241149.77934844,13918197.0459602,25850972.8960644,23372947.8335864,14528095.081823,9085190.77110809
MB_1109,8311011.75951225,18880632.7970588,5526738.59498884,4829153.72327654,8319771.19953829,12859351.0737098,12848186.813498,12000817.4895301,9021501.36581171,2284831.45276174,32338726.0621332,15333853.4751847,15100332.7850532,21187236.9495765,20597594.6538385,20491036.7923757,12433606.6926514,19425528.9998475,18996625.2830066,23612076.2866586,27080216.90393,18699833.8312708,17728947.5755187,7111442.79646378,18097279.4366951,18495727.2535353,13613102.2694435,12270529.058531,1109007.42252218,15212116.6780685,23782576.0893679
MB_1110,17584242.3798774,7810936.1576116,11655148.9786203,687429.75263826,5423114.36691748,3725360.14752664,7241940.51562769,22260147.7933474,10426460.8283778,14978782.561435,8203685.06164699,9891639.53748127,7890483.80111661,11950750.2651694,5367199.64808114,7975571.09703096,14968691.4868925,11089085.2168752,10600242.2220615,17201815.0489894,10297355.6987925,11341529.4554686,11291759.7358268,9344921.99186336,12545660.6427751,10398514.9653835,11955136.8770973,10304303.6825426,12263810.6106143,9934669.72850341,10859917.5416184
MB_1111,5136439.36959934,6205668.59787848,4625926.98642579,4646783.82032496,5712172.13602578,5238342.08409584,4446019.16116327,7190515.13916791,3264150.17646596,7859642.41514233,8704645.6902526,4129086.49046417,6264813.98223456,5073996.16973331,7378389.65430512,5116752.76580976,6278429.21576833,5178419.89229785,7757397.89265617,4965778.79253879,4191323.56024493,5781159.64165964,4108053.16961412,4715689.81018997,5922314.8130929,6855234.1271144,5570730.13042251,3098680.17964986,4480874.63593203,5301003.13063663,5960874.96485584
