Class,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,Tumor,NAT,Tumor,Tumor,NAT,NAT
MB_311,17517086.2786519,25767706.0128721,27036325.5474451,21668140.3074255,36049297.1599548,18841133.0866451,44797594.8949328,21935924.2000033,16661001.2064117,22565874.3803905,8831624.45863171,17043757.8421831,13324283.4725147,33319302.9326629,39709968.062229,8691431.10479446,12914884.290636,23668713.7276784,36509603.0545439,5714795.48317796,12798429.9078878,16645372.0211641,33499030.1235891,38134378.2114756,25309789.5011254,31790777.3150515,46637451.958942,57176611.7174165,35150807.2129967,52117044.9272987,45451265.1987588
MB_312,1500629.44558185,1347666.3869275,703587.914328489,1300707.90321269,1238490.02365395,1882713.95248741,1547116.28009966,196254.897068294,1479639.11278482,1210556.38963856,1315293.51438774,963424.325204547,1087658.35276627,1151617.25618342,565186.007309739,789856.995435733,1135651.31308106,1073317.49519527,297736.819899209,1199615.50944456,864393.034621821,1529460.94919779,1031023.1010689,849779.205489048,1315679.37601581,990758.480225909,1324856.15225466,1574136.86241829,1402315.87579355,445228.334101033,1733926.67055624
MB_313,14180669.9756617,2450753.59662498,11650019.5002722,6028871.61061797,11978749.0865771,6201008.16933718,4062516.52813128,13550007.7452644,6545993.58389816,12988719.3672968,8519627.64121986,3848678.40725218,70913.2046143785,9223359.75065967,1509171.31862177,7065471.8212581,8397460.78668343,17420981.2695509,6602072.22341428,14035567.0935283,12024082.2921096,5626000.68788361,14342299.1339051,13981375.9232119,4391454.77468283,1840090.36493989,17144265.3640318,9425492.28146493,7260869.35942043,8538379.60522147,2043600.22770232
MB_314,17067044.8733718,15181583.7347706,28067448.5013025,12583319.8205597,9805550.54523118,21348076.0721062,3625154.19869225,1824107.3346347,1921380.7210119,12809000.3280229,5572792.9825871,12098556.5702397,5115075.48267424,5007259.08874935,939320.228055594,13769172.9727823,23006026.2986711,15579887.3755051,20944532.1264647,6636233.55688536,3320764.81124207,11384270.2799032,10382321.1476983,7412839.4766175,8958430.24827573,9039533.30236781,3330550.11951309,22680484.1736717,11093404.5878675,25197522.3316775,6678887.93848602
MB_315,14566285.8752973,505449.884540454,12036771.8765555,7568592.41994404,9410718.23267855,11849379.7633276,4979349.93306264,5385018.4252046,14709834.7575413,6343657.95267493,4104133.03394496,11842306.503915,9016681.87895545,6937886.5257412,12155217.7636832,13374533.3521599,12808357.1000967,9799983.86121834,6038751.85599162,6926329.10947042,11815525.5010075,5037801.41169516,5887979.61081275,5634440.73786275,4168308.71372188,9173114.48638724,10593542.4646609,6793638.37234492,9896785.59031397,8475815.78409593,5334209.06204221
MB_316,5858190.06261286,2293279.37716933,9199649.92309147,6869530.76887795,6578854.07659098,3957560.05396364,7517421.00021875,11869191.4384294,8249533.67409793,6621656.61811117,3929227.9541552,8061325.91033983,9511629.11081889,7944649.88841798,6279131.72049845,6521697.59869772,7061702.75673846,6463978.64611531,5275245.32766626,10543958.1258709,6655563.03096259,6414384.10870215,2469142.99267221,5922286.01427721,8008560.1332227,9153470.50507654,540522.411816698,5882778.0564726,7455277.321362,5023774.13875874,4060694.26685281
MB_317,1604583.79566393,1472465.35118213,566312.406991508,1089334.01248246,1319500.66788324,650392.932812777,953402.936110661,761065.835826163,1018192.20798094,1006300.67412407,1863100.30676252,1375212.27926827,1449436.33775858,1312532.98449777,1047752.0388723,1932951.61506495,1469413.09462342,909020.101481871,1166981.4183013,1428115.30273734,864287.264428855,1446402.58233384,1252985.63129994,1239703.79905634,818895.668736643,943882.457970141,1166912.38715652,1428723.01044451,703623.788652063,962986.372147716,1291280.70763397
MB_318,6639614.72288561,6998597.00686838,7676446.8017136,6014070.9529141,8255253.83121639,7416712.30522172,9005452.5716396,6035067.94220359,4241027.88618161,6287423.79311793,2835006.90815297,7075986.26224467,10434338.8487433,9963791.19722594,4684400.1420654,1798468.11050824,2776355.95280851,6161738.68299939,6963834.61086958,9614807.4992269,6135386.72197862,3565650.73913868,7449197.95312974,6443583.74761949,8541988.83627508,7069576.21328225,5673988.18272667,7438621.12459866,2579094.91522947,5625188.61207194,5842598.62187662
MB_319,9531749.62998408,5311299.30269438,6504368.32716034,5246035.24406448,6991655.83209571,9129793.55706671,7760338.32757189,10127944.8062956,6760407.23317174,8297354.50748719,5363950.77994605,5765426.30883758,3360560.4544638,3884999.45902996,7511716.7883265,5822761.33533275,6190241.81382796,9384518.42062709,3505925.86198099,5759933.69503739,2830160.54016397,5317017.28623788,5873071.36149213,5769023.69884152,5151474.98398919,6513215.77115355,6390185.17785675,6758632.12081368,4812621.76846977,5151286.11129393,7649150.53737243
MB_320,2569427.53882255,2555094.03279711,3980450.6905589,5637199.60018422,4872179.72032579,3053166.73237567,4465744.59088263,3930468.21535262,4222902.08158031,6530192.17976746,5046868.64082592,3254437.47232311,3318004.60070045,4052373.03756111,3178638.15602341,4378410.45697842,4284270.6721622,5199003.82455224,3143912.16147647,3407637.03952042,2754857.95306473,5330100.46521575,6004034.32074935,4545210.22980665,5409816.00307131,6070193.4864876,6424067.19498073,4111056.52230886,1805130.84185233,4138226.5706983,4298319.29782972
MB_321,29112047.1188307,45440892.9550847,11165187.281158,30615475.7825035,30282195.4467457,19718591.5078474,29442017.8077442,30044733.8384923,16802782.5003929,21712554.4238383,25944503.9922938,21167966.1897399,22894821.9416839,16947673.424343,19945376.4527809,1225448.81270578,350936.090944055,5275538.20360559,27195773.7380659,35284782.9890745,32774323.4525516,22187049.5597259,35660992.1040449,31907598.0935773,10207485.8550027,32616520.1369682,21197611.1510427,13415316.2851361,24637457.8016194,18382199.7754932,30913046.4380301
MB_322,27281176.8680003,5613192.45362658,22110442.0926319,10610370.2347214,24076998.4334076,19995910.8229523,31838446.1265225,20162907.1129804,19603930.8756638,12859733.2388461,18632487.2500577,598355.555822009,8082352.3778114,17041868.4232794,5434749.14841843,14379312.0274656,16025887.8820618,2998603.21918366,1727275.6958942,9816115.80428111,11328299.360524,2969597.66010237,18001261.7976604,11259881.6257985,5955787.00446028,11548896.8968889,26946701.368632,15729616.7027191,2783280.18114944,2726877.87398164,27332004.1967188
MB_323,7267901.38221427,5951831.56210628,10827845.9302071,6776622.48719339,13379867.7619089,7247969.70765796,9829625.34805962,12023493.5913022,8841930.21617341,2300194.01032757,15618575.3984855,13830515.7784161,6710146.50228985,8185884.15474016,12629983.1283341,6645126.78786543,4637081.85458908,6649548.78244775,7905646.67608908,8332714.92600604,8063441.69422228,9145556.82812124,7680598.01626731,7729519.10919611,6555969.72110775,12855123.7031979,9748178.54862816,5114329.71844967,10087316.7218711,10731552.8195106,14329916.7979866
MB_324,17222041.5021205,7974897.5409994,5211360.81067011,14335583.8356954,9226518.60192169,11259568.7591482,6855175.25873114,4765836.39746697,11754345.405771,16976774.8807403,12832382.6609182,10471870.8341051,12076531.5633475,7851507.59686328,6165330.22136014,12939985.5659484,5311757.76177129,6397856.33090125,6151923.41974426,10513666.6082173,5653743.36087645,10902258.3175284,45287333.4283622,8233571.09026841,15677915.6181762,10139547.3898458,11786668.0933671,5725697.22946649,10399019.0348264,14430046.7280279,11606677.2562214
MB_325,5987111.39309968,4109956.08654916,5946616.05669855,6057152.43127284,1740578.16613962,3898189.83861211,4759413.89678354,5499796.68711437,2371905.44309763,4780989.59698867,4683539.5338226,4388267.83152116,3729035.21760813,6117329.53035545,3595836.00623088,4422919.37946015,3361336.5568794,5853044.74216133,5386157.62319973,3206498.89011577,2862289.82906307,6168332.72687041,4640464.75713468,4534515.09560527,5808245.48007765,4397967.39587662,3859332.56016751,5059947.84309903,3384965.54624063,5544883.09845719,6181217.17744964
MB_326,3523851.06776696,6530383.053302,5843510.59235929,2293886.99706458,5989945.92543141,5074839.01392808,4423490.61250952,4140763.28063469,4641681.15426822,4482589.02186134,5211374.18784481,4445633.79698013,2971034.90336977,5876380.70492425,6422839.6693619,4532413.44298972,4789745.61518085,2767351.35584002,4505810.57894926,4750808.61621478,5007312.20071489,3400802.59386763,4891510.7018129,2329894.14395235,6172210.25140706,4115791.50969476,3926878.86897242,5405013.50996605,4327126.54542178,6271099.94131127,3528380.58303552
MB_327,7780872.96689502,28273743.847322,10113302.4977571,21804818.8459169,49114677.0758882,9299230.42009593,11477158.7200594,9561965.55719474,19304958.1183752,27257023.3736021,15826902.1575869,749029.886103218,15547193.8587941,11250854.6264026,25242783.9918842,21988628.3460461,10538297.9634903,31435453.2184125,25088258.9213224,9952067.19217493,37094299.0418226,6307550.7517241,11377756.1250619,9881337.32752652,16488786.4668588,11770631.8404836,9349138.11042819,12711901.9245921,7544367.72037051,15344852.9810518,3757032.90508316
MB_328,4890182.90481786,1484383.40231052,28729212.9959441,58386704.2072644,25513163.7773083,27451028.2340206,87495066.6951125,34728351.2822957,11545485.0653145,57441973.3436941,726237.541890524,53174602.0428045,3713501.33111618,81459836.5644199,70097961.9501429,53212198.2375481,50459414.0829064,100407706.442495,92259696.0204187,8494072.18340504,9841715.56858182,48809041.3973356,19980169.5842993,31641636.1719087,79083850.1111007,41122842.1361139,77531246.38646,123712060.878218,25773395.6799469,107616369.68673,54213734.8058861
MB_329,9445653.86400066,9289093.64549959,6420464.67763612,6730867.95196416,6087593.16496182,4988320.64689494,4323112.45829058,5638691.83813259,10728077.5066019,4679347.06256448,10459112.5534463,10179670.0391668,7264266.19232981,7728345.74089626,7711740.46442809,10499615.7003368,3919688.68535342,9167908.76276354,5919466.55756369,7592521.48671033,7307818.63077597,7904970.99072116,7662487.01329398,9224291.54788918,11166721.2659276,12455979.0518371,3620133.89716965,7008943.2430911,6185428.87876051,5024194.09452211,5611917.94641566
MB_330,23601050.0342874,26930773.6905981,4802346.9640996,15901196.8605687,11813637.4201701,16556068.1196149,23251737.4727625,26415163.5484991,9198388.84836885,30472333.3028289,14209244.0855779,13348513.4249786,4581482.4641314,14817057.2684299,15292929.9966878,15486725.5979337,26576445.4052831,25708136.1370384,25664998.7587095,13595350.8898452,10243093.0358829,13430023.2966639,20667253.2952531,16809198.2511259,24688841.1192362,6349664.8236204,2381008.93319288,27530980.3594404,17064400.8361204,22300400.389827,22073692.5085103
MB_331,43208167.0245029,20211464.4466843,26460675.7403616,40246262.6288011,22566221.991934,26409251.5956409,11699259.023597,38588195.0490872,27321206.6898888,16367127.9299529,6153282.79815421,7205888.08298058,24991835.4334404,12616773.477175,9589940.62229807,20240554.3321782,26788278.6344325,26167169.3026958,48052946.1524835,17715124.4732703,44978631.1717832,10564760.9335191,22412446.6473939,12838486.9039397,23600012.2978934,12272750.5287042,18208172.8618733,18855820.415283,44125827.0315574,31112232.2884932,28350672.6901543
MB_332,2738908.9145696,5055839.11702391,5124236.16749859,3985769.86079678,2931848.86220217,4637388.86406271,4198580.15981943,3817020.94159107,3521208.72235782,4070406.45190958,3801181.88310135,3389478.2408214,3692698.63978729,2939294.21055325,2109089.38610689,5503670.11862467,3644002.35383454,5472358.32346652,6385339.02987878,4006247.41963185,5498850.0359004,4162597.75427627,1571183.69017072,3693884.44826139,5483053.87997362,4105516.12640646,3513130.08971744,3994399.60843298,4590868.4806838,4183189.69940446,4608764.25502015
MB_333,43446581.3136554,49449128.8459329,49574074.4189885,72216429.6857791,71829073.2307518,50479643.0749226,40426264.8689847,74272046.1999813,50507374.0966847,44924543.7562678,43438770.5236323,58191916.7196862,91088167.6326273,60088445.9807645,117214034.664734,111608403.288924,106090760.367038,74409598.6940632,78544634.3235238,85718005.4177511,87885289.5521841,66978428.4288101,84452622.7767292,273582045.319258,80873103.1948176,100662958.66908,450171371.663561,74415305.5287925,79015408.711966,116275015.956471,95682414.3613952
MB_334,23090206.4857799,8826979.85049092,15489107.2278742,43912909.4945447,11364590.528924,27896715.405442,17339550.0993088,23896163.3118153,7966261.78601063,25162718.3219172,4878784.3518442,4000688.47777504,12561389.7448504,23267074.8405949,12007540.9395709,9373520.73181026,11727502.2226681,16121556.0820139,906622.765598442,14680211.6278596,9999627.85635026,18718504.0198737,5134887.80869832,19142871.7217386,11283395.2645161,11064912.0281152,20440023.9562498,5068723.94896401,14087692.2761135,19411433.9506663,343523.404796151
MB_335,5097938.32791089,15072958.9914891,7777666.39518761,15915125.9319338,6576534.20391073,2156524.56098963,11288040.8677587,4418738.97395924,10345412.8181188,16149338.3136657,7802120.55032835,9536485.68839255,1559019.44814293,5385448.66285872,10195825.1546012,11450012.1909968,11608033.2382614,13791502.3961129,16635846.8442488,9795880.29219165,9654485.17814386,3738590.66072376,18892281.9877895,3787062.8814284,15430030.4242924,12879142.2484423,15948645.9120073,20369312.5917782,14716542.5452145,2266739.69368537,14869455.7452024
MB_336,13106938.4064116,8404733.12828952,13221978.102531,12451007.5787208,5549045.40932279,4126698.53099642,8295913.29694682,10814243.132884,9794833.87984234,16233965.3965468,13911558.4409117,12963731.5654396,5488475.05599491,6318379.88732489,9464660.9060956,5506312.22035451,11125895.8824159,9980723.29159741,5884611.9528717,4887120.30682605,16659423.7837113,14372052.328255,1004170.4314077,8595695.77901314,6566016.91580808,7373476.39004006,12732828.6906212,7150253.13059022,4948270.61460724,5513623.71395511,9395259.75667063
MB_337,12294204.7884442,2761709.96929148,8903752.69695348,16654697.4549152,1505979.24483794,5127006.08212041,12436429.1462092,3250301.04368662,1426552.08286542,12394409.9274337,11571082.4797726,9054833.41676743,7114135.85221956,10644741.9034231,19489594.5671996,5621993.6299257,1335861.05109479,10577457.523735,11320218.083609,11173198.3998511,14692715.4784809,11422658.8659934,11685898.925325,10881629.1610201,13559152.997256,10277742.9905634,7645927.69434269,11966055.1717049,16400016.8603028,12283868.8991493,11589477.2634102
MB_338,5184180.26055001,5358611.30406287,2708634.34156253,7647769.8904835,6346671.8856196,7188237.25242043,6926605.2158627,4435306.76271614,6673676.89422284,5137572.9394211,6553314.04742415,8656684.05820883,7191647.59449455,7636953.35082594,6496998.77423552,3459753.3838088,5886341.91689954,4139120.65634389,4407503.18087303,3650659.70054218,4149130.42062224,5761152.8111682,4706024.01790028,6710037.95635717,4752377.3006114,3064468.98502264,5886586.4290187,3727193.33654534,5832444.84990359,3918711.92615019,5150071.3541761
MB_339,10903631.7396684,6686474.20273421,16394742.818022,3762361.59291041,2616.08146169782,16213805.6879285,8214109.00069905,7225664.23805182,10040157.7365118,16824965.311817,7455116.98985241,15887406.8982108,13524770.5269658,14255260.1174162,7488580.00846408,14283126.1837384,17677529.2832575,19470407.6131285,18948203.0104867,18485866.5747539,7263879.30302232,16054501.4017802,6735832.13427318,13413077.2722638,5193283.27942636,410400.577424506,27870775.744955,17745414.8345459,16519526.0634293,5468515.59907664,13386657.2339111
MB_340,8716508.55899723,5922466.74021386,8077683.70088997,6769411.7216118,12780076.7306582,11536161.2428618,2359535.51962415,11869219.7879458,4933668.62938795,3220574.87940009,8953830.10015038,6321515.389321,10363864.6974975,14636123.7256904,6729107.8847098,7783740.70228896,4467966.78920159,1896515.80432077,11365633.9110929,14766614.1009591,10237830.4614506,11418936.4703655,13228800.5178563,12477903.2351149,9394596.99519447,11682057.7480376,7393199.66237863,13926749.8188394,6922542.00450223,1626314.61215148,5914621.26758056
MB_341,12975124.6137951,30738129.6734288,19211650.9028663,18895961.4256974,30201178.1808115,11100359.7496272,12252435.0318814,18614687.649836,1065745.65328402,16650935.6458516,27210584.041373,13376815.695577,5691168.88904186,12446650.2532541,23132379.3426347,23916064.0370101,20130549.2368933,6653162.18661453,18805253.2982403,9319791.80263976,7028022.30848689,4384515.66983794,29505021.3314406,27433168.7487265,28257035.3039902,98334422.6959975,24206036.7564589,22314582.7070562,48382645.8711513,29169550.8949119,23701474.8838241
MB_342,20719765.9731513,2752710.59949475,10700276.8469251,21923018.5892225,18801423.7986579,2442520.88329301,14567840.2325164,5918425.41750813,24070034.3443723,2394273.12482538,31114194.0573914,37477986.114497,6652172.117069,5446769.74915051,12186768.359795,12648873.1629262,13285826.0350416,22469032.8528392,23054920.438452,4326220.04856243,17405046.7526507,27548268.7410568,19780422.2257389,34275399.6440278,9399593.2899933,4037827.76372824,6141127.52306158,28181149.9023496,12039550.6185218,12668159.4211611,13083537.6655961
MB_343,5163816.49893232,2287977.47079359,10928253.0419651,10947591.5763853,23775587.0128482,11604573.8667228,25501089.5981754,20063262.879123,16813358.4779746,23082347.4935659,7830154.14889253,18460255.1129328,12229519.272023,15447822.4465514,14349512.5638318,19010304.1557017,14677467.3645244,7920196.68788712,6147515.71550712,11772039.3116096,16888534.3182568,8992896.42518451,13216457.6969724,13020757.6188847,22473214.3128058,13725193.9842165,13224650.0308349,638008.659541083,21745737.2450491,5685580.38629969,17817599.0194532
MB_344,5997905.80225463,18535095.7603844,8979843.64690916,6342492.94817385,11770340.6682778,8541928.21999841,9057639.27586252,11337733.8246602,12029753.2102834,14475153.2212813,1585369.78673594,12978452.3671054,10610115.5467499,4037779.27316814,6188623.97906667,10538023.2464306,3063749.4737277,14081114.51411,12268407.3040944,10615889.1814309,15704522.7907011,14508174.4902786,13037641.5400048,18046739.3164566,11967681.6026757,4291635.16670362,14697803.6710599,20930687.9092344,1306657.54258507,14040812.889098,10652025.7730491
MB_345,6564645.30149321,2365621.31322289,7421273.14883527,7388671.09098831,6094153.58652283,6104320.11374215,10205884.2394487,8354426.25477163,7599238.74632294,6482794.47284219,4390497.24078993,9775001.43640414,8776725.47816027,7520954.48897938,6890575.26747912,9550894.27569266,7432949.4413911,6351746.64360559,4350756.41429848,6634434.99809297,663429.491936266,4473534.21668433,7510637.48336786,6380102.14437819,5531625.01169381,28279020.6415943,7647425.63299578,2612990.60540889,6602058.75939041,6928647.40858203,5409861.32989035
MB_346,7125112.39787062,8548324.93143251,9535170.90996162,12917199.5665668,5953917.24577736,3121355.09418395,9635180.55876344,6727223.56208346,9529821.80674564,5265776.38590266,4357272.28636326,6914383.74925318,5091882.69667435,4534831.34864398,5887009.52656584,7226355.42204147,7366254.06255176,4596471.47577167,8039853.67322979,5621510.80618534,5737161.43773433,5924573.21805144,7717727.119395,6967647.53181229,11676901.3074267,9014738.08096336,4091988.18924057,8025827.68879514,5114107.86756118,4809144.9315357,10376594.4001529
MB_347,9898158.9673133,12732407.9752978,4100006.54654915,15470243.5469275,13794014.0467263,4501913.31602769,8874800.93101507,6833411.0525652,5104886.52476334,5976788.12642902,11152543.3538195,7274884.04206367,12934690.5066425,12178980.8034481,8384279.71227716,9316925.46733422,9740468.40776574,14234246.8735951,18000208.9191474,14650366.6220767,10440147.575203,11740098.6385782,14552806.0263753,11499414.3041766,13351510.3380269,6685187.82551321,9677011.68132851,4427393.75631349,10350593.5131149,11788392.7010281,3933985.56742267
MB_348,4186596.53032478,5376357.72231319,4909725.59954375,4941840.167578,5266767.63596081,5617462.14987171,3568134.13190619,3818235.02817644,4675744.34593589,4458821.2930108,3238123.76534593,7080934.16306912,6317529.9917453,4809908.90792537,4889211.22548548,5787669.37595405,5051825.06248741,4210969.15961275,4851759.09391149,5860320.02143357,5439341.3873828,4945538.93849658,4442099.70245935,4572889.49546487,6059813.31139398,4922514.62050211,4075369.97934871,5878679.56823532,3946021.01438285,2428848.34882838,3106027.0964577
MB_349,19086818.6167493,26849995.5815699,32322581.1156875,37660327.6088447,21595574.2314639,29962869.9873731,51089264.5455844,30345108.7393417,18389758.3436734,46194996.0055699,32792108.9543806,15182567.9159678,44115232.9634162,23516490.8512814,12560519.9854245,18321886.1506748,38435279.4941305,42473033.3839667,36069610.1768791,25720325.3913401,24412442.7116757,15945351.6161825,23532247.8234679,43401292.3321934,54026040.5897033,22333665.437772,39304411.334072,37171834.4781059,34636663.1452307,1554669.21137033,25447470.8409374
MB_350,19045976.4409696,29806485.7906435,17346713.9358533,10833309.8511394,7498234.24994743,14386141.2126663,19775086.0323356,15008044.0191947,10643429.8733472,13571574.9344305,13831366.0642279,16965546.1246782,15522632.7840875,13024461.7014845,18046208.9517465,19841997.4683551,22854633.5723591,23743590.7476459,7836315.05903038,24620028.0423067,18154930.7476259,20896602.6289123,6610004.19846771,7190506.86002138,19825797.8874639,9033521.78992002,10000439.8899491,15182237.1970873,11526840.1313681,18675788.1514925,12286052.0120937
MB_351,16558372.6850567,5766813.40473759,20279045.3792094,7480701.51223966,11097235.3418845,8091751.91620348,6142911.53332482,7657131.96757975,9018496.34535192,9506239.76144728,13054557.4648097,6688623.4842156,9901999.79566954,6437141.51255975,9821942.55628266,16875970.610495,17826591.087381,8638834.75514668,14084814.2460039,8800468.12327477,7963546.78775666,12834150.3229546,9540982.97999311,10056879.2103043,19249388.652975,12925028.1465372,21846833.1410098,9387793.82229829,12800944.993144,22420890.0664729,4529165.49222345
MB_352,5142534.93171476,8288813.11859423,3026920.25029835,13781782.1518736,10851975.8955098,2828013.27771345,9285267.07365831,5529037.74225465,14106381.5211092,8289806.15221538,1781309.62693081,10482798.4436102,7443663.57980314,3166037.35186786,6515498.3842216,3766626.93648009,5553593.37066257,12223039.2204944,12578518.9042393,5540186.78115625,10072140.8083412,13876845.4332728,11538058.491079,755404.201142346,11119176.3586034,8152740.13361757,9579118.07371168,6568890.86147734,8149469.50995099,5158496.77786377,9620882.15450963
MB_353,10198187.4284354,36263403.1968562,18818835.736202,83137875.3481803,64721438.4505377,36211285.7266708,30044143.896495,24846785.9351783,43863243.0255377,24893332.0791465,21688555.1771509,47120244.817548,25120230.0586115,59657382.0390093,10174515.2599572,26717110.9991319,25446152.7386871,58448393.323819,39858172.5409642,33526358.9963873,37590205.8963893,56049641.308163,19616343.0319304,38475131.9454132,3000850.99047803,41056132.6600009,20385347.0092362,15209402.5668017,62317162.3702971,74568824.2458067,28623061.6481194
MB_354,11293758.9989521,12041556.7912201,7851428.94752993,26653208.2761319,6253232.12818111,5645962.24325274,43208820.9262221,19037719.3740438,12510161.9689734,12050672.2346638,23469203.8524062,11144055.5163085,7051075.00731987,22258947.539735,5009387.72272469,7340518.94010026,6411044.75479827,3959766.60002469,22439345.9215138,4438181.31481166,9011344.59916288,9195147.54784078,37940264.7250971,7716313.1433765,25685926.8061216,14166401.2062818,11412132.8011224,7985309.23322883,23037990.2233026,22464984.304119,3030616.92139832
MB_355,461543619.600096,464899976.269456,496774931.961455,592058225.88665,805227395.290099,521193579.201304,429774301.923872,621338129.800343,468974662.330516,428799866.597258,422934646.736958,451983202.856718,698933383.114041,509810663.872038,844747480.986621,959599780.383161,910454118.422835,554514918.98547,693373430.952534,670984637.995347,735311765.232832,661970438.709065,684893045.961102,1148857394.95949,713359786.700304,867303675.668905,1207092127.71466,624313062.560124,706112609.399008,750298315.444003,731631008.384489
MB_356,12829720.7645108,3103387.3134749,22716199.1396127,6307356.69162761,13212916.5369775,10369775.4332825,22790871.4356293,22054096.1353964,5844936.25059439,7213005.66453797,4183752.4257275,13546318.221288,23508184.6506641,5689649.87575718,16682728.0116278,21795219.5651555,14260327.650169,15354636.3092522,14652159.6743339,8569091.6962691,9283129.48195266,18815451.3085563,17069958.3782166,15500930.1273051,14691738.1502839,12524543.48755,7004219.62115178,10153753.5689171,30562431.9897947,12651573.6797708,21242255.0717845
MB_357,12593033.2614543,6363701.78585333,5506332.69406369,8457632.430484,17646731.4997825,12146209.280738,6891178.41006922,9057376.09750936,7216722.08758355,9279131.76133205,8418816.38940991,11461842.5679471,10179651.5588666,7798400.7117608,9164490.86721328,4386780.60538666,7641761.32550353,5734204.16516724,9323030.59362848,10652729.5645567,5597208.91571353,6464304.26124125,9912342.31708085,6175932.54286246,5407653.80920232,6693204.52425055,7659472.20841576,3153355.42304807,5729477.11321002,6218665.09677998,7209852.71603274
MB_358,3814834.00591409,5527151.65729066,12243401.8737886,14338182.9508429,14403082.9938734,11331327.6178262,8716564.22174024,9144578.9632056,6771611.17598824,8333655.86945824,6244720.02000129,6281226.40704144,12410400.4416467,7235069.54406742,5926023.96089508,12847823.174011,7765974.82698419,9482736.92093207,7461322.88909042,3289886.28748399,13928510.4367051,9353602.89680048,9443949.14877849,10259253.1539139,21318998.3420736,8337954.32562196,4315378.47845951,6858966.36873371,8599513.45904425,10683357.2077529,6238396.6216537
MB_359,6752044.0341293,14345001.1766751,12228388.7003749,6481937.94705587,672899.903533353,5498607.29300247,8313119.60872036,1220972.29982674,18463789.8615903,15354667.7382196,6336721.07856377,10881157.3296119,3319508.73038677,11276209.9129441,12195107.0441274,11559133.2678823,13122608.0119971,3873356.26548136,8879429.72181794,17227233.9675379,15436621.3244241,5366128.4998127,2036190.76045031,14405210.7633296,4942737.11195939,8016770.56154492,2092568.47853168,14655624.7294163,3396193.05962518,14447733.37246,17159802.4136578
MB_360,3915798.42111205,5028234.50226978,3745675.03513517,5727828.70321464,4390597.72278794,2134045.53132165,4796788.27868884,3258158.45968024,4889886.86078954,3299584.42798471,4767740.4624109,3494648.83418274,2568866.98309952,3294431.77822846,4440406.43789754,5183965.28891081,4979449.74896242,4456635.23958652,11837914.2267626,5156496.10789362,4295535.65621301,5756611.77609701,4923447.96732364,4348875.10311048,4776759.9167492,6897180.67051205,4904081.35044602,5053853.36497083,3930596.20484801,4423742.49286852,6030486.70553639
MB_361,3485886.1263468,5336277.05309188,7339596.47609622,7516438.16973414,7526481.65880334,5228916.65234077,9111131.91928469,1292019.05464252,6812589.8774346,4887192.40442132,4179367.87441188,2220955.00762435,5592691.69761716,3258717.83717206,5660683.94675337,9290895.5225181,4467232.93516414,7253155.63217378,4880485.41774038,3282917.19422161,8344707.87260827,1699385.36289484,6083826.46860072,5363860.20423757,3155645.06358036,5564323.82901064,3261094.85669988,4085904.0516986,5305543.76179094,5676997.74362285,5540646.15432735
MB_362,19094328.9137849,26117909.7583337,21383699.8480586,23408222.2169891,18631260.1398772,337471.736271024,32447802.9147132,14195389.8902184,21042573.841625,24166917.6205079,44812606.4737352,19970693.6179797,10993078.6771784,24117109.6590434,21557547.5846586,10452282.9806221,17394914.1817264,33978818.3131376,44491508.3018275,34134938.5586128,33084059.3852889,26719719.8916219,19676591.5080217,968156.469713412,33255427.8535374,33289883.0341306,17985982.8014386,23407751.7236167,43880354.1223446,14329664.4758075,23815212.5744776
MB_363,2633377.92294476,4302355.73650392,5975340.6193951,3962473.32773177,6545226.38374932,3983157.44838728,5162303.15697214,4917521.07997104,7074376.64524443,4193197.81501068,3638597.65537084,6600830.25335526,5510743.69210658,3165594.28809365,4781882.65783873,6172226.51080218,5057596.35352312,5309341.69840428,5335158.69594096,7753970.76388245,3096731.32937863,2489850.66766515,5151210.51278324,7223523.83007511,6606891.40164889,5500463.36703087,6292101.27090217,4140299.78925624,3790655.00047428,3657882.85072396,4712517.96026164
MB_364,25225379.3620604,29882882.1791588,27550119.2315353,15582257.1833647,41591857.5386351,14308694.2523414,8131433.46084175,31646057.4943898,35812699.4218801,24529869.3470031,7386506.10157975,14831888.5396529,20962487.5662694,25631725.1661288,8449898.10190639,18790063.1745216,39513565.0136867,22867143.5492422,21066292.0829607,20317725.7764467,33663052.5043768,7826189.35972988,25858849.181817,18427603.5854409,18954171.1454934,30378179.0116708,18581176.4285923,21877090.6634371,6629826.35785063,3874042.10234187,10509873.940905
MB_365,8436265.28640475,5257045.50750149,14039093.012612,12461573.703948,14479160.9293226,6703694.43140273,7015103.09018394,5866201.9711144,6209339.46184984,7254494.10617746,5411175.389452,7816406.84451348,7077097.556161,7378995.29268061,6547449.14559245,3414194.39419919,7501550.71833282,8348866.39333837,6240125.66180413,5674531.64754366,5331551.27727566,7052572.58866338,7285461.02977651,7457292.76751828,4981562.37317426,5931283.85273737,6669860.11655307,3006643.20516048,4377167.28531644,5689232.14784029,6644440.45077531
