Class,OSCC,PM,OSCC,Normal,OSCC,OSCC,OSCC,OSCC,PM,Normal,OSCC,OSCC,PM,OSCC,PM,OSCC,Normal,OSCC,OSCC,PM,Normal,OSCC,Normal,PM,OSCC,Normal,PM,OSCC,Normal,OSCC,Normal,PM,OSCC,PM,OSCC,Normal,OSCC,PM,OSCC,Normal,Normal
MB_1031,5127859.83344324,10216692.2506417,7575571.00248407,6648476.62904734,5780559.30906497,7357788.64120346,7976813.4353642,6184442.22546686,11045987.0874097,4197936.56476781,5724780.72823801,7305533.77517057,9288702.81189038,4917477.49452037,6836254.32430352,6007494.80223322,9123387.38539287,7565200.66836946,8900422.44943374,9848036.52892481,6414838.6892565,7106072.64673772,8331976.71140499,6612078.773442,6943365.53152966,2745559.22242687,7411245.64508573,6485449.5876169,5378227.37592713,11540157.2984421,9979863.18762819,7131319.40256201,3973949.69476921,8089973.49062289,5316272.22366163,5330768.69518504,6407763.62569424,8615994.92515293,8566221.98093036,7013523.41606696,8049542.54684318
MB_1032,7219052.42332231,10999879.7719244,6100604.93728171,6717593.8975641,10928045.7176229,10235245.2441475,6692486.04290351,12431194.935016,13257158.2294704,330731.08116968,5955270.31047157,7946718.31259628,15107674.0271394,7106125.08932854,9098385.85970498,9730303.41230989,12837090.7813451,6638702.03670547,13473680.611239,12360261.4503591,5929782.73058938,7389658.55868748,10350821.1823172,5567627.00216431,9371399.07932408,11767637.2798452,11657138.7941826,2632076.53412131,8669704.28321057,5527272.55885137,11766370.4594247,10810806.5187063,12142729.450581,7597016.24444165,8338742.14029782,9617080.83744385,9125500.91249456,167031.560770551,8869002.48266014,5596484.11569007,4337145.72203742
MB_1033,4324845.28669357,5309408.27976814,4737313.21213374,3329665.88004678,3846016.04334271,6786010.35782375,5904260.87708266,6681251.71552108,2499624.90343081,3801256.2163675,5125070.76248562,5071933.98508096,2386329.35265212,5685361.49711084,3112453.61839112,4409045.82876531,6527245.5398989,4640557.09548003,2420303.19342686,3115628.44159706,5588856.42883982,5986846.8851951,4771152.79030473,6401923.25258384,7031173.67659643,6605643.53732429,4690074.35176777,5910260.24809374,1895604.08754277,4271525.79416534,5254352.82197427,4707500.13570274,4668664.07990671,3990685.44241567,5173241.57174577,4339794.42567293,6136063.85655691,4632840.31268727,2883197.9385866,3869540.31531971,6648036.47211056
MB_1034,8004119.87416864,9443746.41301678,3360952.5137408,5782905.58380337,6764713.96489452,10791072.9154314,11178316.2629382,10268694.0964828,11864442.7715541,6996066.28310114,8999085.14213175,5942519.23152025,10526084.7561611,7701373.22152553,8765263.65475769,8203596.06989588,7837342.58132697,9332729.44443341,4789159.53023563,13612907.6217373,4801311.30277823,282851.337853153,11757301.6023491,7419484.59403721,3104460.41343555,5347415.47955449,7877752.95269454,5099235.55839304,13479821.5786176,8056610.98092719,10961598.7836644,11713844.6333386,11290340.0561123,9669010.20591758,6990937.51527806,12084719.9137468,16569917.1726228,1878508.0306445,10283441.7499062,2048149.43631787,13370666.5466248
MB_1035,55015459.3976033,55174618.1385145,56810950.1973655,71444704.479848,96412642.8869891,104178853.392544,57067574.1891136,40172097.9026904,51584153.495882,60142425.7588816,51690310.7591707,45137215.0298617,54646283.8112108,40574273.3745669,61700506.3470222,53449104.6023407,75210177.6256501,46004639.2894263,92968405.9464363,62532622.8353789,112929002.269196,75942709.5551376,68183369.0925755,75390417.6617487,57073718.989027,59665833.3230655,64964307.8309888,69056518.6586321,59639644.154144,74917541.5030716,264394359.295279,53725379.2824512,71966317.0690833,79218531.8040435,38395420.2074171,467211502.896489,57978507.3173389,66707960.1991319,66840915.4169552,96377206.5810414,64635175.8215829
MB_1036,43861409.1826665,27987166.4071661,27828904.5440217,27218804.7415415,14286312.8141403,14877451.8772636,20819879.7998726,18687348.4793505,4893936.45540788,34264187.880633,25624250.4394575,8337805.31153785,31566955.4986715,28553752.6786651,45623164.2977445,18013700.487744,23461659.9108986,20612076.4399205,27806069.9267773,21391114.0501717,56724484.4657349,4857070.75277712,21665720.7810972,30286944.9061986,25271258.6269372,2373597.4231151,31457880.6864825,47295307.7953239,2991487.48230895,41742948.4384185,25215959.1018058,11346915.7191227,48987186.1789295,1731236.07461718,19728154.623167,20934384.5944366,23234799.5247264,4981461.63555036,42193376.9303742,33309626.3119079,36738148.8320717
MB_1037,7758544.32173125,3720855.57706944,3929934.76416285,10493194.1475053,3523168.38403044,6319846.68628351,5755719.82859712,7569830.87725859,2757177.00165729,5406489.30682427,8930823.54056458,4982882.08069768,6074622.54419692,3452080.13560824,4291697.87101685,4844274.03299765,6241170.25747861,9459310.71725599,8144603.9376424,10077275.2705218,7000179.67210856,7146879.01029553,3129137.99248789,6543779.52276016,5222884.46350648,3856555.86240992,5159090.67536246,8822174.52293022,4049929.06065467,6665358.048392,5407153.26349167,6430346.59739814,4932049.24155527,11348442.4305363,1970702.14096048,5371183.85613283,4568603.82927203,8474004.34775637,790405.514924997,3984220.05047195,9554888.55466373
MB_1038,73552309.7654052,525105488.327778,173240557.547575,110443875.361866,90499189.3202913,42618057.6252066,62540404.5606937,64274966.3790002,396017185.63965,152004302.96017,143913091.466058,119598023.82129,34165044.6957715,32958789.1647813,171497826.799074,17916568.5477528,76683271.618232,122899694.173247,90501276.6285579,21266930.6073229,83660077.137602,38907462.2738719,32029994.5986888,187033151.687403,230120738.847617,66331700.5593049,17124938.3395594,36806659.9312011,264899061.68093,84667293.5672878,35946300.8978307,218204997.560645,73725145.0063961,11806092.4019313,250573620.822879,18539966.9182039,183967728.339002,157579953.746096,63864780.6812196,182335549.213781,179442552.167585
MB_1039,87364474.0604455,33277294.1537805,83951470.1305637,12186480.6340496,63327358.8223547,54582453.4534885,57154329.2481724,95124333.5345408,144925997.408309,83254375.9542849,1263298.44524046,44080246.7382643,135723114.09813,123184551.096543,70235405.0454,34464642.4544943,50165797.2128839,94865902.0648029,101617411.801246,66772491.7070783,45857308.1178503,64184090.9830654,132260514.855884,81251310.2368726,57740290.0973935,79298122.3956527,64274629.1262662,91678171.6960407,6296297.79562718,104412402.046256,4090896.26880459,71981807.21333,42562833.0974495,10686087.1302959,98719526.6463901,134460176.303201,125431947.051313,55799357.5824325,89101013.9086845,4903825.83732048,20182223.8353474
MB_1040,73320040.7206255,53957638.8635894,27074471.3592191,71399414.9021813,92533818.9019092,79975747.0501331,190338563.211268,62795627.2175682,20028547.5681624,25773887.5573859,52377538.4842975,94084231.6755834,55827554.0309362,54217058.9915599,42322220.4626801,50912872.7625358,33098309.7808604,60787184.999746,26997486.5533279,44706373.1482876,11805279.4995886,140417880.872321,258900609.534248,77342120.6467021,21321227.3138341,56707116.1985875,33711037.7762655,212806638.591391,48402431.0161285,115663926.558445,81826400.7153334,41264006.7172758,126057652.742828,86056914.9454787,277723856.955029,78554126.4469292,75919396.8064353,45964305.4495509,124830181.503033,34454413.4718803,23838749.428251
MB_1041,4977915.33256731,11781043.6952547,12201148.750605,11221715.5306076,8707424.2943782,6246960.79950984,11996157.6007428,5035263.93212942,8157323.69810532,7146927.18003596,6478505.26815489,7003830.8818628,5805780.45974842,3113285.92345371,8426219.76730957,8032580.01798682,7058258.38036073,5177126.41542794,3817674.27779776,7105455.27982451,7783831.27286512,6686703.61717909,4715771.49943814,7651089.19457391,11433351.5282562,7335879.23687895,8920611.96546425,7595329.0398885,3972078.54412191,11060355.9879187,6293707.93488597,2001482.46240135,5410354.42306485,1191722.17272933,9358122.024838,10333810.1000096,10525588.9275241,9676608.98308025,12297648.882878,12198258.5150376,2416372.42478716
MB_1042,42629397.2017874,48973421.3669029,12557371.6094293,30034375.3034159,35825983.72396,13663919.2718938,26003058.2939397,23320445.179087,17487406.1339464,47587905.4168833,34017516.9842964,23862059.1096098,21566634.2157734,11230386.3492233,15164540.2141784,76235565.1453666,22362128.5815108,26274621.5695506,17008029.494854,19838433.4950517,9076618.36242153,30868488.5769452,550260229.507563,58471699.4723252,14955410.1236846,86235577.0306394,26211375.5438388,27516472.5467943,9517324.8126027,110917072.735612,62719793.1916947,39078229.4915731,114770783.915234,53242684.3523387,110460140.010232,60117122.4068179,34962975.6956106,12946417.442123,56496693.1673348,27480298.5977071,55658958.423481
MB_1043,75028410.0440058,73468290.1122673,41304392.5958869,51935187.4848131,81831671.431721,46345216.8644142,65726476.7984006,50700494.6730878,49871280.2562696,57919754.5113099,65528014.211697,44082080.1610689,38693418.3610482,40014999.0984879,47979319.5092941,113642210.142337,31676310.0661374,50854493.9394676,30732913.247327,42913452.3513689,38215841.9787003,47791597.6184745,56589775.2530284,80333926.0529991,38815498.1879364,77785783.5032446,53077452.1197055,68949796.1567794,35600900.7006637,207777291.008891,122972534.620563,24109548.9717214,117218246.072885,128551745.244624,109509223.274934,227753262.475958,44793095.417038,30347090.0426223,47492802.0545219,56809646.6906997,38562648.1281753
MB_1044,72727903.7773659,235671206.823413,702415346.916559,419668332.140033,295436955.277163,303819675.262719,608666282.644132,124438756.517203,840423023.023795,707265923.521511,469864492.939438,889130417.399322,382876346.352565,354833902.315964,654712802.296164,605835220.972611,253784209.403855,302051098.168987,28379188.7334325,50416914.4579819,165290285.627128,608829565.567675,65322919.4403021,401342858.405854,661912635.58234,354650957.459114,180836330.710451,589169721.521972,5668525.29168028,295131934.770966,781710580.210744,323722817.976961,312973370.475402,252061067.772181,157061142.743819,492453778.498333,43914509.2863002,687701279.88654,22969346.142306,552170359.941997,86825733.3934
MB_1045,15238345.7143168,9083026.70396214,7587393.3506371,11338334.7204915,7491459.71109203,3010599.07353885,6417658.79874838,5179322.14177346,6465327.67003578,7246532.62919878,14329299.6899152,18115495.6463853,3944289.24263888,4319396.35952668,7302836.63174728,5333464.94213841,8552470.35990938,7782231.17909716,13551016.2340053,1888970.23276655,16404749.8520139,3772433.59888732,9517110.4659379,10869863.44724,8727658.70492586,5218323.70954542,6126393.4857814,11110854.0274658,6661876.0353196,3957887.7663431,10955630.2509916,9589893.28734859,11406300.3494211,8623470.98957203,14414676.1443211,3555624.00849247,6878341.87371485,6989639.5385485,8671903.54475881,7206251.52276261,13646178.1256989
MB_1046,7845701.70693829,10096220.829121,9072624.36686577,7458515.34020754,18310939.0771804,7307401.73182107,13894883.6684638,14013281.433184,9564934.63419405,10313097.5747076,5812502.27221831,19450208.303558,18200250.8540849,5864409.10650351,57508051.0383065,13802853.2576782,17701927.9188686,21028168.1642418,80486416.6618635,13526726.3294432,32867810.5224009,12061013.1789426,13543906.9653768,13142113.8862948,24290168.4619474,11499691.6011503,7007145.05769745,17151222.4945535,19033406.4513117,15359209.8432978,13752410.5413719,16887293.1020434,4975838.98728041,16029739.4560585,20828522.1957491,19091750.8534141,12640581.2585818,10587775.9670309,22187785.5381938,8216699.15981705,4177545.73012738
MB_1047,17752239.7290892,5981319.88103581,16803058.4111055,15208567.6968068,8516241.24099734,9152208.45863258,17714247.9498998,18808719.6207682,4330487.79519556,16135720.2457618,15907314.8827797,10509537.0558598,11149492.3373558,2496848.9810149,8647044.77024158,5177764.21614505,7504179.96541708,5201855.82086521,19775707.7309537,10835905.9676118,10315930.0119095,9775549.54194456,12349609.6052316,11875110.441514,16580535.4306738,13336868.5439681,3078784.02783851,4605860.99053983,6631835.63091508,18882702.4951845,23202028.0009554,13696374.1436596,7531478.93569904,14384458.8538577,33991249.9733132,27043727.2981828,6874647.01578913,21383255.7919879,12148083.0678342,8985924.75740584,3181525.9597039
MB_1048,18875562.744282,104411125.093182,82361832.8366211,40999175.5497762,107575496.334228,105056257.031454,39734922.5176097,35229740.1311882,174099215.926428,39480033.6839105,60849989.7134699,108181851.390494,99735612.9062267,37033766.9472561,37957023.8995117,9957124.29691906,79200188.8238437,42476690.7612354,44914088.6397418,27927872.8640595,32644978.2561938,36393948.0880229,41305669.9647968,61695131.9720832,98788937.5038986,99919840.9509504,114769694.397282,122714206.882245,20288829.8856044,47762020.6144619,29204086.8348587,77622621.4957013,23842414.5131648,40857483.906425,117299168.602709,43500610.7188496,73861255.3481792,82580099.7565315,36875775.4402195,55239016.1706849,21477648.8769471
MB_1049,116486366.945944,146067562.079325,52521167.4698804,103284680.739355,100126760.39913,267306693.477344,62619156.0827144,95781956.7762308,72131718.1665636,23118036.4969959,164561038.957715,165009320.282163,133903479.358771,32061554.9876485,49608573.9380585,92304063.2073181,60527165.0810729,70376611.1414065,95948715.8421409,66803462.203045,190945336.042853,92503738.0877028,120055384.705356,262562888.198483,102909860.689003,105499710.498394,148414453.548079,103395975.243366,140303063.384271,218806553.811886,147300974.375881,148674580.298837,136567657.863372,206134340.601099,135577631.869259,155204593.780013,48009366.0891909,87829317.8447051,97766361.8308279,25549939.0810276,21796865.7686332
MB_1050,15794560.7340536,6209937.79887138,13218674.737251,5034802.7206777,3197629.40693602,14703698.0107923,11532763.4428887,6118529.51079073,16546837.9437309,14305756.0564074,7301482.2335837,12679146.0829964,11113352.4757993,13441022.5673835,9142938.83749209,5945408.92137224,4968571.96854271,11469087.4037392,12320955.9705359,4900586.23904999,10750754.242387,5468416.47611796,4991646.74947146,9624280.60695701,18828356.0451624,4065688.77483837,1752552.02594643,8912178.88233716,4995031.79951997,8884195.20105623,19231961.9536679,7974114.82437678,4977600.92029055,14687511.5327971,5510692.11371737,9288484.64757335,14108521.5592061,11608917.0659141,13723288.7486874,6423663.24998853,19203977.1927769
MB_1051,11204994.2675534,5651632.89612425,10847000.4302299,17572735.1590664,10348120.3817653,16399706.5865192,583162.664982993,16287931.870849,13865923.5278811,6926552.3919484,13673281.8065298,17591927.528966,1961337.36696485,12194106.3042808,13467427.7975572,4210461.36822079,3061913.01979953,7455312.68728911,9486679.55649802,4986531.34355601,7858030.95811218,14909651.2219198,10023892.1371697,7650698.18595039,9166514.69109217,7633223.54735561,6820805.6146209,18104913.7682076,24051190.7484043,10269231.3850815,8761869.83238855,9610290.61990111,9960146.0155973,9133722.37792426,9969604.61874183,1504567.14051053,4259603.24252276,11741687.1646835,8769489.8236973,9094208.03710104,7835296.76081768
MB_1052,15383764.4574684,14625935.2311174,10677657.0531231,12305004.2425753,5104138.70885713,10396593.7206169,2289089.655791,16133640.6198401,5625963.3767657,2101134.1833148,13524294.1984661,10475497.4638592,10306379.3010686,16419930.4800855,20386067.2513438,5473174.82906537,16552823.2887692,4674669.38140774,21769976.5287489,5452621.08782137,1733972.65782591,7172611.40348022,4375616.78729096,1092862.77793424,9239989.75506007,14040104.2142414,12611598.3931417,1894002.03322317,7436444.50045075,19602540.0913149,9657924.56094764,8935963.89103414,9852325.98530538,17835021.8234568,3017011.47197998,18176334.3823967,20853028.9286728,6525971.91038734,12132034.3076836,16355163.472907,4327143.08113605
MB_1053,27363019.1475145,50243828.3764198,34220165.2974468,29875756.4055989,35826563.5444666,5819619.94556434,16950738.5362919,27384485.4852193,25199961.8349406,25758377.6366924,10934773.8924308,37535315.6751127,67629680.1961202,19514849.8395782,83036409.9136737,39228431.2857472,30671795.8846811,31828153.7102708,21635224.3717188,76197964.1376762,18941847.1362619,38631586.2066309,35581831.5634396,28251208.1590675,6215650.30869593,33434722.6298547,22150070.7889745,45794658.1112798,17996264.9916465,6270917.76931012,25439198.5421069,83593791.3020431,23681269.9724763,6134443.56443985,2930745.05768547,52987927.9859294,38502484.4495208,25935396.3179785,31961565.9163184,4522379.68491717,145511234.473218
MB_1054,4952949.30550404,5754697.18202767,2477097.29750865,6953591.13708166,4591158.1508078,6005716.78060099,7711337.16849406,5111367.71670411,4418563.44476909,2317893.2757259,8138960.98567265,6327068.27535645,4393731.51225899,8966893.47651895,6707953.37202523,8491553.65247706,6869795.28146014,6757212.90211737,7120157.93052046,5286047.79716048,4621546.60333585,6932146.62241422,4967033.09226122,5370401.64976949,9688326.64858298,5938261.1020797,10023987.462637,6237250.14224736,3715317.07694758,6253647.43736059,7696087.23807236,2294563.14385006,3559647.54083357,3386796.86131109,10022847.7334399,3755199.19239522,8545268.65069095,5585915.55884208,6182556.15893158,10215087.0380536,6305919.16539927
