Class,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,Tumor,NAT,Tumor,Tumor,NAT,NAT
MB_53,29906971.0068878,19007667.871502,20805469.3799386,5270644.37770318,6544013.11341099,41101150.050899,46787836.1195917,26950896.4870664,5628995.56586503,2843907.80333986,24399445.9147487,30514651.0903953,24200295.6279112,37382735.9441666,26323024.5830429,25854555.2547681,17168078.6193823,39141180.2067124,33738858.2563239,46027967.3668944,37220470.7328857,17576659.4249991,5222662.2323324,49710704.2015545,36308825.1745995,16949863.6896424,9163665.71273826,55520900.3850688,33546948.6170889,13299252.4280484,39635190.3785254
MB_54,54571548.9636091,92774263.4848417,29330969.8369957,59752105.7746431,35312283.8286353,59231623.754987,38346285.6847228,6189456.3446153,23194856.364014,19588849.1639356,34404559.0725579,59791699.6977981,22374569.7501327,49607760.4294897,19074190.2536284,23776084.8067554,42488692.2198408,48630811.369846,62574877.7257189,30637197.5825408,53086799.8037831,41493301.2417602,51783207.4756355,53041583.3919606,40730528.8190505,19176842.2363539,11930997.4954277,35186962.9004545,32889406.3389454,42976227.7191665,47784427.5027971
MB_55,28242.9072997272,13966396.9607848,12904439.0306591,9753570.40081143,5930599.21819486,155693.221542861,10360944.8332866,8630628.87422824,7136539.62070452,8033246.74929028,12830599.7121911,3027614.6054254,2249246.14768455,9944606.01028361,13066835.7238471,5644218.90431202,11810939.6623037,11577677.9350373,11980356.0383451,4799339.80873544,5745168.15048854,3874255.83975936,7491274.02973128,5968462.62782133,15787757.6780782,11772538.7188914,5586247.65998248,11025035.3352685,1989229.35618805,9938943.29651819,4408200.588717
MB_56,61056556.2517965,40196506.4194212,34317550.8593572,51605539.1084909,41859705.4233504,23726105.1433203,48993516.4908407,34630531.6113029,30313319.1104294,48817040.1094902,73565038.7205974,76748448.1693832,37903557.4296035,53798941.0270082,98754729.7267396,43107968.1341026,38520219.8141693,40862274.3200432,57254026.9942155,29534376.3635103,20477995.5706965,40864401.5892335,63413139.7248579,37926596.6827845,48163114.1065764,47466721.3960811,48234055.2196055,35986253.4006008,54482130.5544875,42636323.1566899,58265032.1271593
MB_57,27315833.423698,14334079.6148572,17288328.3624402,24041152.2505509,13214226.1228759,4734503.21065589,19367374.5552327,18116989.9534336,15373205.416465,5620746.93411121,6301844.23408828,18960481.6100531,13643857.6758452,21431668.1746233,19087662.906881,12191690.1089394,22192356.0896313,2124118.37380774,24436525.4352459,28434268.7558091,24705482.5541808,9991677.02267638,20310374.2850272,9531034.55184083,20954333.1977835,10418301.492366,15869337.7897288,18727640.4942912,8991086.90636023,28078231.5344644,16815673.7757525
MB_58,6233753.4674632,4367603.78785053,5548901.8042765,5217934.61210077,10078666.5790954,5186148.66955178,4465467.78489284,5073691.18043772,5248265.41498236,3834853.64657483,4563529.17839911,7147635.13459026,6905477.59449514,5081889.03970943,4515266.40101423,4730841.94520361,6905653.38676377,5454019.47739473,5040446.39623417,7174786.7916851,7018263.41255203,3916215.73010941,7990676.79444156,4081876.72854223,91359.8170694374,5664287.79911574,3555183.12636987,5838888.88968291,8081904.0529376,7155485.46344557,5836228.85103089
MB_59,5726938.74661526,4592481.89659443,3592268.90848654,6271405.9923976,5070126.28663813,8345161.11597797,5072761.63588428,4200311.28546237,3799383.83273669,6025924.67627849,6624617.27864601,5378183.36921839,6743329.20698557,6709467.08922485,6651364.73704043,7820194.66309298,8375137.922596,4579563.06393391,4659959.56578538,5279723.75576312,6009740.26877287,6115496.78025259,6418522.89779866,6271113.37376975,4743564.09134213,4989563.14239291,3376553.3063139,5057582.45519098,4083228.8973889,6315314.71101139,8275697.3921025
MB_60,3416184.23595626,5130576.80227196,7045868.37836122,3676299.26808979,7291309.25648184,4497791.07947953,5938449.23893121,8250386.44058231,10513255.0342914,4646294.9866405,11580611.0199481,5552601.10985055,8516540.3870208,2809232.06972351,2977573.19274314,6940584.32581813,5315840.57540027,10536467.3924682,7532782.60936838,8794224.39218449,9116901.0527641,7524759.26400674,9304315.14527329,7017054.7960392,137538.756763436,5407682.68232436,8350885.75659196,7822082.24920872,3163985.8309448,11770405.5437253,11035473.8627015
MB_61,3580010.79410745,3810024.51679287,4162780.30785887,5062436.55083936,6406369.23926653,5426106.83365697,4125057.89100746,5939862.06676356,4590747.16533866,2822212.11063122,3482785.56795941,2879933.12182167,4503796.80017536,5594206.76522402,2918718.12764591,5078939.235245,6547706.90592981,6300512.86512238,5237650.77581966,5276033.52685985,7465790.40646154,4369205.36028008,3682258.75678867,4554204.63688745,2904862.96939066,5058829.17561481,5408313.41690713,7036746.41542992,4772311.92971154,5418518.13530299,3780393.37871453
MB_62,5029815.27674731,8141989.8528419,15497418.1592967,9826973.6755301,15543543.0030241,14485126.7081413,11316627.9322912,15570244.7806959,17330227.0036958,11349631.4027615,9177360.60145903,5760884.26526919,8078885.11202907,3823144.82338901,14469104.6137203,709125.432145111,4412751.4804582,7727095.70180146,13770294.5960218,20010146.661576,14762809.9289278,6382533.25381374,8569006.55007463,22345871.0044052,17076549.044255,17645115.8437131,18134435.9899875,12848972.6511243,12003810.6716124,13189388.3855117,965996.259469667
MB_63,9198136.14039916,5364501.8388409,4794192.60133189,10709733.4042826,5670539.00504756,6459398.3852214,12340220.0834179,9490047.71178165,7357061.97402082,9156222.10348134,6694092.6454136,11570048.3705752,527574.078753311,9422964.92160061,8488823.94194495,6898669.84060349,9223678.51641113,2920273.38582648,11094471.7067002,7406030.84270916,12321434.2828637,5467891.81308841,21790808.7398115,8092712.53072446,10320088.4293716,11555893.3436601,12218953.5774194,7260910.5038046,4658626.63161239,3991410.23277185,9431796.53098574
MB_64,82845978.4695603,29604279.3034046,57653030.4319408,97439282.641423,34666254.9034187,1728294.28884591,77594023.1141354,2257089.00251766,67729298.399807,89396310.5862227,38854137.1158122,16361659.4249145,130376311.769618,7589647.68873087,62266628.8609514,47796586.1482807,45866044.9744129,50621068.3854587,49261750.2283345,6351898.9986431,44900106.7949414,50552191.7170844,51180783.2930334,40122433.230968,44535448.7105909,5829496.00304923,18270293.945543,52554083.7805029,48969503.6877286,22975614.687553,88524716.1223757
MB_65,18237625.7276722,42087217.9485807,47446661.4650788,12897624.456661,21941393.4290674,38448719.9863295,24669419.9298803,5817711.64183323,32380340.9183488,23386296.6983789,48899905.4546804,17815219.6663671,20709263.507104,28785900.6404909,34166540.9290048,23672641.1598628,41703128.5034628,53372422.0453036,26861613.3408231,25682570.9063389,41736584.483854,36107286.7017332,8250853.05154418,45271834.1424696,30790446.4737467,42777459.9594483,34759165.8891535,22705132.1116184,31177358.5131892,24140347.1662904,32686151.1708419
MB_66,103107455.345693,77170783.3507159,177667412.099711,186869287.207098,65836338.3780555,120491298.099446,90145018.9093689,108284308.100277,105457170.10728,157256655.575075,39643552.9869559,129596810.986217,66827402.7834029,57557901.8474338,79108786.7349875,122525223.163861,87278599.8139177,31556289.6248966,39465161.5031154,131129397.409014,134118361.163773,60295693.6135919,96476298.7773287,152463101.818677,129040029.322943,139097034.963098,140287371.714074,136467533.430859,141718739.996648,149713306.438188,85415370.93288
MB_67,12099701.8342941,18520960.8685329,14207013.1465906,10839696.4099226,9137043.1211025,8274128.86827009,9406312.60362573,3746733.33844085,10241119.8979843,7229904.23156629,11455057.0416384,996496.200372979,5707616.31407522,15452497.5956338,4951385.1720316,5445259.5282896,10804475.2936011,10944878.4947973,17294382.7815482,20505708.0095043,104994.754401658,14960064.1626372,14688043.0100949,17051573.0647684,890110.502786901,19086082.3948882,15204699.9910016,12230616.5088936,17012259.5303257,15074718.7501458,15345189.8922883
MB_68,8778129.93777745,9128387.03330735,3110073.66543694,8238059.06797341,5630823.61814161,9117682.96543826,6267626.7392738,9778160.8454209,2151662.17236856,6196179.57757398,8392344.07428139,1301251.15691904,4323241.16258644,10064762.545377,374834.234699104,4737387.43632619,5434871.96904873,7785682.9329131,9169687.43355559,291442.665485806,4983036.24819,4289189.81178568,5242519.30502898,6658757.07952452,12083670.3217504,9381297.64418214,5995332.70387926,5598222.37088078,10956360.240763,8892164.9104362,8217860.54007959
MB_69,6249162.29336911,4574217.69284308,5329738.50407915,7679786.89566661,6405112.30520364,4272498.52073052,5695627.37038742,5194049.92652368,4507713.82481165,7215062.94200676,6224455.88455483,3755827.84221557,7953991.39932247,6761236.93429174,6507451.17622876,2866545.47464708,5004611.14374109,10256844.3665582,7874423.52781201,5499977.54853454,5982494.98729367,7798134.90439396,7345175.09778594,3783424.89385685,4821202.63810871,7364490.82150873,7108390.6635117,8268539.19374388,10767670.8811537,6527761.66843214,7425837.86534109
MB_70,12046226.6712432,10299468.7862167,16084829.0474764,821101.636421787,3982474.20785727,20132745.0851501,20691506.6403371,3872894.97162139,7909939.98643777,10418181.8160627,7387207.37436029,6595722.28111754,18529603.4764549,1601178.99213,12626279.5642626,10928073.4840371,9234799.92652312,10102468.9800916,11284771.0548043,18340177.9244309,12079740.094791,15304173.9925756,14877302.1920275,5754262.21912842,7176780.01771321,20531316.1444575,13349566.5692195,16767979.1335133,16279364.8722984,9082208.93770909,12920866.4896294
MB_71,17883171.5052049,46546403.060827,23928719.8082147,11611606.0878652,31797043.2282253,18613184.7265707,24804759.9790236,31380027.2063335,5794407.54881371,14123457.6757659,25391342.7901577,22779487.603625,20516625.5961877,11672351.5070988,33179553.6287904,391436.646017395,16034719.1813396,21563155.6639027,10836089.5963351,7010827.27054946,12383181.5191709,22949611.4021462,6443229.06286728,52336982.3693058,38166428.2890613,57179129.0713111,4282446.34629701,34862247.9846496,23340431.131252,7650332.80266517,2519982.70961686
MB_72,7408096.97014803,6656878.35105631,3947586.08555609,4824102.8957322,10500210.2675909,6220331.73035023,6645892.90733144,7280252.63166979,8473437.76918924,11188567.78781,11065933.4729358,7185648.47904814,7702058.33835221,5855156.40726316,8765565.4043678,6158557.67973872,10879340.2601013,5733940.82551078,6536338.75990192,5109732.51481435,11219618.587994,5339367.28315097,9792161.48842642,7599365.02800485,8305316.93055794,8841246.4418398,8029419.06406009,7183851.27547553,6751114.51451203,7181239.73497568,7984402.36795205
MB_73,5548913.50627532,4175835.33581863,5479638.34418812,8117467.7715618,6306413.76027033,6182721.22464706,8343843.99133515,4690961.71679153,7556507.94508899,5215620.25833649,7121999.03653128,5919512.80142258,5051759.98141697,5895261.70822731,3630090.2348727,3797226.41194461,5104829.27524738,6884638.00616723,6128915.11966479,3256010.2656565,4198889.75453239,7489518.13947056,3582279.76611611,3638950.34080889,6513475.78589534,6213021.93862337,8678237.70116439,7579450.0768309,4713298.27078394,6702381.87346368,5870034.20114946
MB_74,4638385.94379159,6734334.47674084,6474699.20510821,7941120.54526091,16813786.9432906,5168259.6842224,11702629.4007266,10863702.4985178,1859117.93546761,8890072.84029675,4709084.21261423,5649536.86805155,7754390.50671682,6243227.20674012,8171201.83245628,5007295.36540054,239757.598618071,5525077.19626834,5189362.15307192,7087571.66086809,7604355.36642195,11754308.4731608,7330595.83276852,9153256.75234661,13654790.9515671,3514902.65239824,3979224.472573,6832208.71719258,7760967.30338341,4727369.98312904,5886108.06242738
MB_75,7863615.04204027,22905285.5144618,25903624.2881773,22385812.4095139,30723221.1300787,34022818.0441745,33869359.1250762,37292736.3800467,20417273.9671147,30003259.9028807,37516194.3244989,20364228.596667,55156542.6655183,30804505.5135527,11388266.038603,11097508.3448165,27454799.1204853,64870580.8603554,18065550.6258281,37206402.6207219,22366759.1243325,31542153.0795533,10043061.6811885,31702591.9869861,16305350.4252106,13966128.3401276,25521740.2865003,1153237.95775362,23090650.5171502,34365995.8843843,13855476.0657537
MB_76,26723127.3605567,47261444.3204621,11689968.3211293,88788216.8570117,83162362.6916519,41048240.2107412,93953265.3852364,84312267.6067469,53630151.3360941,25135123.5150259,31848252.3274062,27668469.1604854,85296546.159776,150987944.441239,3779450.00781882,41435476.1387009,18947854.9932346,122221937.729367,42224090.6329658,49195990.5345778,68221142.3576733,35088327.182734,60409092.4971206,111966250.74066,54455337.3077871,20076105.876824,55194026.7626809,263221605.260206,94158932.382462,65383949.0534763,109792087.576675
MB_77,20674035.1443276,9612337.60778575,11266853.2699991,9122796.20862321,3707450.39328879,14295688.9450552,18087596.437601,5435150.82703486,3599237.88055371,7599055.57730997,16554003.0202711,14185442.1069525,5042912.79868245,34759467.1609274,10290875.4908603,30384276.5429806,19312394.5267077,17758369.2296096,20547612.1453296,5977259.7420538,20101444.7017531,9194239.36276269,21086000.4818265,25504700.9849266,9801307.50243483,20771446.2320799,35405000.481677,8757160.0474182,22979710.0433479,23192438.9088715,25144946.3828155
MB_78,2926547.13512475,635609.706191808,3305740.50094376,2683837.40321644,4277457.81969317,2380339.76860293,1992336.54800921,3241057.80860411,4175197.50834766,3156096.10228095,3700867.81110147,2365032.02290214,2075600.79327908,2677018.09474986,3161179.81649092,1360576.16205335,3250039.63035193,3218140.13692324,3115424.86033795,2402093.1430329,3679441.41736898,2474942.83649201,2063212.02182745,4299514.3381584,3751908.95753714,3004569.10508441,2591259.3634473,3113018.98858728,2588202.34237662,3577403.89499747,2236263.6302931
MB_79,21780666.6534156,16044285.7435276,17796656.1084153,16797904.1467533,21756470.9045375,8440996.86652996,18651699.2973755,17464098.6541401,21430930.3728801,23741950.412658,10681530.9899066,8178592.43160416,5493194.5147567,6522427.34133664,17165045.4495068,11606534.6935022,28007416.9560586,47260357.3186533,18830656.9981645,16719624.6188538,23150543.9466509,5207633.18581148,14875645.4880357,36151973.7329575,18233245.9666713,23468179.3318117,21010664.813343,12841936.311967,9679265.94898211,11479056.6871284,9872012.27642042
MB_80,11096433.7935934,16934650.1141006,26726490.7593911,21165251.2436433,8210154.96381841,19221302.1314827,8756199.03957716,7245666.02524384,21268197.7106326,16801587.0857457,21706241.2692241,5833799.84453619,12595386.8869623,11162357.0275293,12443360.9270904,27210386.8590652,7464152.45423691,10547714.1494842,14413072.4584868,9277448.33140332,13797860.0449432,20724700.3745029,20414958.6511492,12074894.0095116,14099243.0571363,12744712.9411276,10134803.7694982,11446448.6660256,15714508.4912997,8733404.01781034,10684816.5616606
MB_81,55459394.6832651,23910982.9457444,68119973.830322,59601712.7751996,57126452.8220538,28924068.7126643,71828812.5309243,92965908.8795873,126522587.684881,49772058.2735078,46437334.4309502,87710475.733472,42832633.2355868,188894906.302627,106660528.279363,76840073.5430322,54393965.0060819,36426862.179256,34380668.7496087,61563339.415217,25788494.7100523,211357017.51496,64464465.7370649,230928062.164726,50008222.5797258,81513493.0609315,408289532.411557,96012844.1180212,165064081.340324,103059849.149347,16449229.6048502
MB_82,4454459.76121935,21493819.2046102,14158932.388841,13198382.4486735,12523835.0511281,14614434.0197726,13982482.6174411,4302840.72189016,9572539.16239107,16916316.4368524,9505601.76985498,9999884.95802725,15997232.9022451,9467519.99857691,14268315.9023306,18828895.6323729,18986491.5328581,9546851.45156338,19135575.977349,14818087.9131154,25215752.7984717,9207692.995989,19500032.7326427,9779584.95586991,6588249.95199646,9705204.26943669,19059952.3380087,15631544.5513616,11194421.5963147,8113739.63163831,18953551.7239803
MB_83,6857429.26262702,16415249.8491615,22811835.3278446,16303383.9430445,7678722.37617547,22896804.9563365,12424699.9663528,11888910.8879355,15102403.0552032,15863768.9095315,16870236.081349,10339920.3588758,12636555.6905689,20533215.3262597,798590.217274541,23152245.0669658,18848015.6987264,6838706.27227011,4701731.61312799,5136950.15265378,9433323.65062404,6259080.15575131,11775941.1665501,7818973.76482274,14052646.7544017,10898365.579479,10968568.5470629,8152472.42986474,13275193.8487144,10986818.1249859,11321153.897089
MB_84,64249353.5389505,21026616.7450792,14847604.2908717,11421265.3639903,19154710.8159457,5467576.86012593,16733544.4830144,7375769.70585458,18162565.0769211,17299307.5283838,27812203.2288635,390601.961847477,5966109.67067395,11143975.3583986,5217640.96149278,4807095.92324355,52685194.3438888,13197903.8681054,26866155.9990813,18628844.8292643,11346585.9827718,2808518.92824831,15321773.4488928,16317308.9428356,24883744.7516918,15496082.9822259,27284322.3326119,12967730.1062078,7530418.67205505,28200302.6583893,105256896.489666
MB_85,6686809.03049184,4129924.732807,5980036.22696324,5045168.32080063,4815918.93052058,4696283.8392989,2780683.47012075,4895667.81395684,4405947.07524033,4031109.86583576,6014941.57436584,4080370.2720561,5844475.42363101,3317793.44047353,3082425.79686753,5393813.55876426,4075611.89447597,6073945.00616933,3320645.75649983,2535129.05821344,4807549.50168089,5362836.2003884,5691092.39816116,4356999.08264826,4068380.58456536,5173967.86484187,3526734.46971412,5529653.45535495,6258102.65463548,5188209.66809056,4959144.17269483
