"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"Q5HYI8",0.48797,0.53196,0.5596,0.56343,0.55919,0.55213,0.55208,0.55001
"Q07866",0.48759,0.4588,0.46567,0.4763,0.46809,0.47374,0.47361,0.47565
"P04843",0.48744,0.44421,0.46064,0.4636,0.45772,0.45527,0.45244,0.45268
"O15145",0.48734,0.46395,0.46111,0.45323,0.45096,0.44961,0.44795,0.44769
"P51149",0.48717,0.46464,0.45772,0.45037,0.44568,0.43994,0.44107,0.43955
"O14979",0.48644,0.44113,0.44185,0.43405,0.43457,0.42904,0.42659,0.43436
"O00391",0.48636,0.54021,0.55863,0.64163,0.63024,0.65399,0.66924,0.6745
"Q9H3H3",0.48573,0.47637,0.47849,0.47691,0.49499,0.51711,0.51549,0.51718
"O15144",0.48507,0.44647,0.44316,0.43604,0.44171,0.44127,0.43937,0.43907
"Q9BY32",0.48462,0.56713,0.56376,0.56665,0.57956,0.58262,0.57924,0.57811
"P23246",0.48455,0.44291,0.44508,0.43767,0.43221,0.42852,0.42943,0.4368
"Q9NRW3",0.48431,0.47221,0.47167,0.4763,0.48509,0.54844,0.55253,0.55092
"O15127",0.48421,0.64521,0.63962,0.63588,0.64357,0.64112,0.63916,0.63724
"Q9UNK0",0.48416,0.43974,0.43447,0.44599,0.46317,0.45736,0.45711,0.45552
"Q96AX1",0.48377,0.45504,0.47381,0.47384,0.46973,0.48232,0.48317,0.48531
"P53618",0.4836,0.46935,0.48566,0.49754,0.49241,0.5116,0.50872,0.51184
"Q9UH65",0.48357,0.43839,0.43095,0.4415,0.44108,0.4494,0.45513,0.45579
"P37198",0.48342,0.45505,0.45568,0.46478,0.45644,0.45371,0.46807,0.47612
"Q8N2U0",0.48335,0.44288,0.45213,0.44514,0.44716,0.44428,0.47364,0.47193
"Q9UJ70",0.48327,0.75862,0.74795,0.73653,0.72607,0.72082,0.71636,0.71364
"O15305",0.48288,0.52995,0.52135,0.51346,0.50565,0.54666,0.55434,0.55324
"Q9BWM7",0.48091,0.53851,0.54282,0.53598,0.53529,0.53089,0.53011,0.52956
"Q9Y394",0.4809,0.5357,0.53517,0.53085,0.53925,0.53338,0.54115,0.53925
"Q9BXS5",0.48074,0.436,0.4383,0.43087,0.45206,0.46304,0.46289,0.46116
"P04040",0.47957,0.67641,0.67517,0.67795,0.74593,0.75009,0.75333,0.76373
"P48147",0.47954,0.52247,0.5137,0.52469,0.52012,0.5222,0.53126,0.52963
"Q7Z3U7",0.4792,0.49594,0.48752,0.49358,0.48861,0.48225,0.49257,0.49187
"Q9BZK7",0.47863,0.43562,0.4357,0.42947,0.44393,0.44626,0.45617,0.45558
"P00740",0.47822,0.43462,0.58558,0.58717,0.62191,0.64042,0.64833,0.65098
"P30566",0.47756,0.66989,0.66681,0.67753,0.66744,0.6647,0.66093,0.65862
"Q9HAB8",0.47749,0.5576,0.54805,0.54366,0.54602,0.5602,0.5567,0.56891
"P07355",0.47741,0.45686,0.45341,0.44727,0.48691,0.48223,0.48621,0.48437
"P00492",0.4774,0.53108,0.52313,0.52515,0.51591,0.54449,0.54248,0.54048
"Q9NXH8",0.47715,0.50651,0.50949,0.56261,0.55487,0.83471,0.85599,0.85397
"P08603",0.47709,0.58081,0.57812,0.57582,0.61178,0.61464,0.61105,0.61594
"O14732",0.47704,0.60821,0.77283,0.76184,0.80186,0.81682,0.83544,0.83941
"Q92643",0.47648,0.50861,0.50065,0.49592,0.4974,0.50376,0.50465,0.51006
"Q9UK45",0.47633,0.43333,0.48928,0.57338,0.56914,0.79846,0.82696,0.85354
"Q9NX46",0.47606,0.44008,0.4444,0.464,0.49807,0.50915,0.52021,0.52246
"Q14697",0.47599,0.43518,0.45263,0.4599,0.4537,0.44773,0.4451,0.44403
"Q99933",0.47554,0.72436,0.78121,0.79971,0.79378,0.78901,0.78773,0.78608
"P62253",0.47479,0.43187,0.45825,0.49641,0.50587,0.51304,0.51238,0.51194
"P08758",0.47403,0.43782,0.45946,0.5124,0.50631,0.50048,0.49891,0.4988
"Q13200",0.47396,0.49334,0.48598,0.48352,0.47761,0.47175,0.4746,0.47341
"P24666",0.47376,0.54963,0.54412,0.54009,0.53054,0.53433,0.53922,0.53813
"Q9UJ41",0.4735,0.43377,0.44151,0.43538,0.42809,0.43872,0.43802,0.44003
"Q9NUV9",0.47317,0.43268,0.55979,0.55307,0.55024,0.62216,0.63313,0.65295
"Q9Y2B0",0.47208,0.44202,0.45491,0.53748,0.53242,0.52748,0.52932,0.52808
"Q9NQ50",0.47205,0.43782,0.43628,0.45922,0.45506,0.49665,0.51553,0.51479
"Q9Y295",0.47177,0.58464,0.58888,0.59518,0.59259,0.61587,0.61217,0.61797
"Q14244",0.47173,0.70881,0.79717,0.8128,0.80095,0.81284,0.8318,0.82871
"Q96IJ6",0.4716,0.564,0.57908,0.6222,0.62747,0.64559,0.64227,0.64269
"Q16630",0.47064,0.57094,0.58131,0.6314,0.69857,0.86272,0.89049,0.88778
"Q9NTX5",0.47058,0.45882,0.45462,0.52069,0.52463,0.5179,0.51781,0.51626
"Q86UP2",0.47052,0.43479,0.42948,0.4362,0.43229,0.42818,0.437,0.43543
"Q15257",0.4703,0.4268,0.42984,0.42283,0.41538,0.43032,0.42766,0.43542
"P03973",0.47011,0.62574,0.63088,0.6746,0.70885,0.7079,0.71149,0.77983
"P36954",0.46986,0.47581,0.4676,0.46703,0.46304,0.47887,0.50767,0.50826
"P35612",0.46939,0.64055,0.64365,0.6384,0.66598,0.67593,0.67171,0.68353
"Q9BWJ5",0.46858,0.4739,0.48099,0.4729,0.4762,0.47384,0.49791,0.49671
"Q8WYA6",0.46834,0.42566,0.42132,0.41412,0.41766,0.41781,0.41536,0.4168
"Q15233",0.46744,0.42379,0.43292,0.42548,0.41826,0.41326,0.4108,0.41173
"Q5T0Z8",0.46722,1.077,1.1395,1.1275,1.1116,1.117,1.1181,1.1151
"O95819",0.46656,0.45459,0.4829,0.47441,0.46841,0.46988,0.48673,0.48901
"P08621",0.46639,0.44959,0.44629,0.44235,0.43772,0.4335,0.43965,0.44403
"Q06210",0.46612,0.51791,0.57835,0.61289,0.75612,0.74662,0.77927,0.7777
"P62280",0.46585,0.43809,0.43317,0.42723,0.42733,0.42377,0.42157,0.42015
"O75663",0.46537,0.4376,0.43005,0.42294,0.4419,0.46931,0.47071,0.47024
"Q15773",0.46519,0.92944,0.94425,0.94103,0.93611,0.98003,0.97529,0.97194
"P43487",0.46498,0.4239,0.41998,0.41731,0.42685,0.42683,0.42512,0.42384
"Q8WX93",0.46492,0.47698,0.48006,0.54818,0.53876,0.54667,0.54793,0.54601
"P20340",0.46425,0.50283,0.49442,0.48843,0.48582,0.4878,0.48475,0.48554
"Q9BT78",0.46388,0.42772,0.43363,0.43571,0.42812,0.42481,0.4236,0.424
"Q7Z3B4",0.46375,0.44927,0.44808,0.44523,0.45025,0.44864,0.44659,0.45128
"P04430",0.46354,0.68929,0.89006,1.2637,1.2478,1.336,1.4039,1.4045
"P56192",0.4635,0.43631,0.43052,0.42482,0.48291,0.4847,0.485,0.48322
"Q96A33",0.46323,0.42522,0.42684,0.4194,0.41435,0.41245,0.41792,0.41795
"P07602",0.46296,0.50351,0.4985,0.51372,0.50518,0.50096,0.49964,0.49943
"P00387",0.46288,0.51856,0.51164,0.50295,0.49468,0.48933,0.48666,0.48528
"Q13155",0.46256,0.42227,0.41557,0.41861,0.52039,0.53177,0.53251,0.53074
"Q9Y5J7",0.46169,0.42153,0.45507,0.46526,0.46953,0.5162,0.52072,0.51972
"Q14554",0.4614,0.47716,0.47062,0.79059,0.78382,0.83263,0.87033,0.8671
"Q9NRW7",0.46081,0.45951,0.45287,0.44825,0.44433,0.46331,0.46328,0.46154
"Q9NP77",0.46076,0.64206,0.67734,0.67869,0.66798,0.68493,0.69807,0.69628
"Q9UKR5",0.46033,0.58765,0.59765,0.63837,0.63248,0.62421,0.62168,0.62047
"Q96Q11",0.45978,0.41774,0.47363,0.47295,0.46442,0.53192,0.53017,0.5353
"P61160",0.45892,0.42838,0.42171,0.42889,0.44371,0.43796,0.43527,0.43398
"O75368",0.4589,0.43204,0.44488,0.44653,0.46846,0.46422,0.46168,0.46632
"Q12874",0.4589,0.42499,0.42045,0.41624,0.44574,0.44842,0.4478,0.44615
"Q9H1Z4",0.45847,0.67942,0.67169,0.66248,0.65238,0.64388,0.65344,0.65787
"O95140",0.4577,0.4205,0.41708,0.41963,0.46703,0.47176,0.46989,0.47195
"Q9Y376",0.45762,0.4416,0.43427,0.45271,0.47586,0.47324,0.49551,0.49365
"O76024",0.45752,0.41538,0.67512,0.76058,0.74704,0.76746,0.77541,0.77393
"P04844",0.45672,0.4209,0.45572,0.45678,0.45663,0.46288,0.46028,0.46198
"Q15287",0.45614,0.41358,0.40653,0.44415,0.46772,0.48929,0.48674,0.48757
"P63241",0.45583,0.42857,0.43209,0.44558,0.47529,0.472,0.47889,0.50699
"Q9H2J4",0.45562,0.41761,0.44659,0.43919,0.46815,0.47702,0.47643,0.48074
"Q96CT7",0.45543,0.41285,0.43528,0.43859,0.43208,0.47963,0.47664,0.47811
"Q9Y2Q3",0.45543,0.41306,0.45119,0.45166,0.45236,0.44692,0.45376,0.45596
"P18827",0.45542,1.093,1.1519,1.1354,1.115,1.1089,1.1036,1.1109
"O43399",0.45502,0.41305,0.40596,0.41111,0.41441,0.45216,0.45761,0.45755
"P46776",0.45498,0.42613,0.42798,0.42152,0.42632,0.4244,0.42193,0.42464
"Q9UNM6",0.45424,0.45153,0.44413,0.4434,0.43542,0.43076,0.42812,0.42748
"Q9Y6E2",0.45414,0.55276,0.54333,0.568,0.56335,0.55602,0.55293,0.55098
"O95359",0.45396,0.60087,0.59139,0.60651,0.60169,0.62175,0.63321,0.63585
"Q53H82",0.45377,0.53295,0.52949,0.52129,0.5804,0.57363,0.5768,0.57463
"P14314",0.45354,0.44051,0.44985,0.46528,0.45689,0.4542,0.45137,0.45009
"P78318",0.45352,0.65389,0.64429,0.64203,0.63058,0.62293,0.62337,0.6217
"P62906",0.45344,0.45701,0.45566,0.45061,0.4555,0.45891,0.45618,0.45483
"P67870",0.45337,0.45386,0.44947,0.44472,0.43731,0.43319,0.43353,0.43244
"Q5VYY1",0.45328,0.80529,0.85724,0.90431,0.89158,0.92105,0.92405,0.92072
"P49207",0.4527,0.53839,0.5482,0.53861,0.5404,0.56659,0.56306,0.56859
"Q04206",0.45124,0.46341,0.45962,0.45188,0.44436,0.45967,0.45694,0.45626
"Q4LE39",0.4509,0.40878,0.4251,0.47293,0.4671,0.46102,0.49111,0.5125
"A0FGR8",0.4508,0.43222,0.44152,0.43404,0.42621,0.42399,0.42163,0.42166
"Q9BTT6",0.4505,0.70406,0.70162,0.70356,0.69106,0.68238,0.69029,0.68772
"Q9ULT8",0.45008,0.40819,0.43301,0.46626,0.56157,0.55522,0.55237,0.55676
"Q8NCN5",0.4494,0.45359,0.52192,0.53331,0.52422,0.53064,0.52749,0.53212
"Q9BW04",0.44875,0.63173,0.6677,0.65755,0.75945,0.74949,0.74712,0.74911
"P07203",0.44759,0.41082,0.49324,0.49401,0.4869,0.49977,0.49739,0.49629
"Q3ZCW2",0.44595,0.55457,0.56388,0.7293,0.75086,0.76709,0.76236,0.79669
"Q9UBT2",0.44551,0.40578,0.40344,0.40209,0.46287,0.45882,0.456,0.45438
"Q96B36",0.4452,0.43103,0.46696,0.48666,0.47826,0.53442,0.53153,0.53064
"Q7KZI7",0.44506,0.49864,0.50854,0.50064,0.49215,0.49268,0.52776,0.55489
"Q9UQB8",0.44502,0.52585,0.5232,0.55347,0.54407,0.53692,0.56994,0.56825
"Q13435",0.44494,0.40338,0.39942,0.40626,0.40062,0.39581,0.3974,0.40276
"O60762",0.44475,0.42946,0.43374,0.42609,0.42466,0.42502,0.43401,0.43771
"Q8IXI2",0.44474,0.40357,0.40443,0.39757,0.45637,0.45559,0.45673,0.46939
"Q13131",0.44396,0.52159,0.5164,0.5153,0.50605,0.56694,0.56362,0.56282
"P19838",0.44378,0.43666,0.42947,0.47256,0.46472,0.47762,0.47871,0.47813
"Q969Z0",0.44364,0.47775,0.47686,0.47629,0.55078,0.55478,0.55152,0.55157
"Q53FA7",0.44223,0.48135,0.48294,0.54924,0.54287,0.53575,0.58797,0.59078
"Q8WW12",0.442,0.44765,0.44718,0.44185,0.457,0.45255,0.45075,0.46353
"Q5TDH0",0.44195,0.40438,0.39762,0.39281,0.42516,0.44404,0.44354,0.44954
"Q01658",0.44191,0.40824,0.4016,0.40253,0.4093,0.50106,0.49998,0.49829
"Q8NBU5",0.44172,0.67961,0.66814,0.69649,0.73277,0.72503,0.72106,0.71901
"Q8N3F8",0.4417,0.42083,0.45068,0.44572,0.44064,0.43511,0.43906,0.44211
"O15116",0.44118,0.47374,0.47025,0.46573,0.46138,0.46939,0.46826,0.46648
"Q05682",0.44113,0.65772,0.64851,0.79509,0.78899,0.7911,0.78643,0.78613
"A8MXV4",0.44105,0.49179,0.48518,0.47662,0.48608,0.48176,0.48198,0.48812
"Q9BTV4",0.44095,0.39976,0.39294,0.38938,0.39248,0.38993,0.389,0.39013
"Q9H773",0.44087,0.40034,0.39707,0.41108,0.44293,0.43897,0.44359,0.4549
"Q92696",0.44074,0.41352,0.40642,0.42284,0.45975,0.45424,0.4607,0.46182
"O60888",0.44045,0.43919,0.43161,0.48894,0.50904,0.60725,0.60795,0.60789
"Q8N4V1",0.43957,0.40097,0.42995,0.44162,0.44129,0.44401,0.44341,0.44839
"Q8TBX8",0.43944,0.40094,0.4109,0.4051,0.44908,0.44668,0.44701,0.44732
"Q7Z460",0.43919,0.6197,0.61094,0.60095,0.63152,0.70337,0.70221,0.70176
"P14384",0.43911,0.40289,0.40362,0.40171,0.50683,0.56494,0.59718,0.65986
"P61758",0.43905,0.47673,0.46851,0.46593,0.45756,0.46007,0.45736,0.45567
"Q02539",0.43903,0.40638,0.42839,0.42304,0.49508,0.49186,0.67331,0.68597
"Q9BTT0",0.43894,0.47181,0.50349,0.49461,0.48602,0.53141,0.53268,0.53465
"O14662",0.43884,0.40522,0.40245,0.39538,0.38834,0.38324,0.38289,0.38161
"P00918",0.43858,0.66025,0.68676,0.67467,0.8007,0.80066,0.84429,0.87103
"P11717",0.43852,0.76186,0.75559,0.77433,0.76384,0.7606,0.75586,0.75527
"Q92620",0.43792,0.39757,0.39157,0.39145,0.38451,0.38367,0.38201,0.38058
"P62826",0.43774,0.41295,0.41028,0.41639,0.41168,0.40867,0.40612,0.40475
"P11766",0.43745,0.40945,0.40248,0.39636,0.39811,0.39337,0.39806,0.39664
"Q9UKK3",0.43718,0.44453,0.457,0.47997,0.50375,0.50205,0.50498,0.50434
"P53004",0.43606,0.39674,0.39684,0.39015,0.38312,0.40689,0.40559,0.40407
"Q13123",0.43584,0.39614,0.38939,0.38317,0.37641,0.37405,0.39272,0.3943
"Q9P032",0.43522,0.72823,0.71829,0.70554,0.75811,0.75026,0.751,0.76135
"Q9H3P7",0.43493,0.47391,0.46577,0.51662,0.51382,0.60034,0.5973,0.60559
"P07384",0.4349,0.45943,0.4573,0.44958,0.44252,0.4407,0.44415,0.44289
"Q15149",0.43475,0.63018,0.62118,0.63298,0.62625,0.6209,0.6198,0.61748
"P09871",0.43448,0.63577,0.64424,0.69181,0.71758,0.72859,0.72477,0.7222
"Q14160",0.43424,0.80272,0.79501,0.8093,0.79743,0.80269,0.79856,0.79625
"Q13232",0.43417,0.5131,0.55147,0.54234,0.54031,0.5578,0.55764,0.55645
"P05114",0.43392,0.55314,0.55048,0.56049,0.5702,0.57818,0.57459,0.57246
"P04899",0.43365,0.47874,0.53658,0.53165,0.54543,0.55102,0.5481,0.55115
"Q9NRX2",0.43329,0.46815,0.48932,0.5133,0.52763,0.52373,0.52631,0.52811
"P13473",0.43263,0.40451,0.39884,0.41508,0.40834,0.4075,0.42329,0.4218
"P08754",0.43213,0.43788,0.43038,0.4235,0.41694,0.41307,0.41955,0.41983
"P19338",0.43209,0.42227,0.42147,0.42634,0.42173,0.42615,0.4276,0.43918
"O94886",0.43202,0.54751,0.7577,0.8467,0.84221,0.83625,0.84027,0.84617
"P50453",0.43181,0.40373,0.47313,0.46544,0.45704,0.48977,0.49352,0.49165
"P53041",0.43149,0.42523,0.44348,0.46023,0.48643,0.48205,0.49511,0.49324
"P41223",0.43117,0.40592,0.42175,0.41592,0.41419,0.40894,0.41295,0.41364
"P39023",0.43092,0.6123,0.60886,0.59822,0.58859,0.59324,0.59263,0.59323
"P62877",0.4301,0.43927,0.43262,0.42695,0.44859,0.44451,0.44176,0.44118
"P61247",0.42977,0.42549,0.42055,0.41401,0.41404,0.41157,0.41002,0.41039
"Q8NE71",0.42974,0.42989,0.42326,0.41837,0.43687,0.43139,0.42935,0.42808
"Q9BRG1",0.42973,0.41119,0.40741,0.44205,0.47048,0.46803,0.46762,0.46841
"Q9BY44",0.42972,0.44058,0.45058,0.44936,0.44407,0.44876,0.44686,0.44526
"Q9UQ80",0.42935,0.39733,0.3913,0.40611,0.39887,0.39366,0.39141,0.38997
"Q15121",0.42918,0.3984,0.39475,0.38774,0.40239,0.39733,0.3949,0.39436
"P09104",0.4289,0.39551,0.40184,0.39496,0.39359,0.39104,0.41402,0.41282
"P15374",0.42807,0.41448,0.4194,0.41381,0.41521,0.4263,0.44453,0.44859
"Q9BW27",0.42801,0.39897,0.39862,0.42379,0.45792,0.49867,0.49993,0.50395
"O60341",0.42783,0.48893,0.49115,0.48375,0.47508,0.47587,0.49957,0.50537
"Q9Y265",0.42766,0.38858,0.38497,0.37859,0.37207,0.37205,0.38349,0.38214
"Q99733",0.42753,0.39886,0.39205,0.38867,0.38289,0.37894,0.3774,0.37694
"Q8N2G8",0.42734,0.38818,0.42693,0.42772,0.46788,0.47813,0.4767,0.47565
"O60271",0.42657,0.41963,0.42461,0.41712,0.40981,0.40624,0.4049,0.40342
"Q9Y6Y8",0.42653,0.46986,0.47126,0.52376,0.51752,0.54281,0.56124,0.57417
"P30533",0.42622,0.60468,0.59427,0.67815,0.66814,0.65941,0.66714,0.66501
"Q9NRD9",0.4261,0.39036,0.55041,0.54332,0.61627,0.69668,0.77509,0.79072
"Q8NFH3",0.42605,0.45921,0.50648,0.53614,0.5318,0.56208,0.56788,0.57228
"Q9UIG0",0.42598,0.57266,0.61971,0.61221,0.60569,0.61092,0.65113,0.65607
"Q562R1",0.42543,0.71212,0.70325,0.6926,0.68124,0.70926,0.7179,0.71522
"O75955",0.42541,0.52427,0.54982,0.55235,0.55542,0.57391,0.57096,0.56889
"Q9BXP5",0.42541,0.43257,0.43676,0.43021,0.42799,0.42413,0.43458,0.44333
"P20020",0.4253,0.45954,0.46342,0.47789,0.48979,0.48644,0.4956,0.49372
"Q96S66",0.425,0.39064,0.41088,0.40405,0.481,0.56302,0.56183,0.56049
"Q9NVH1",0.42413,0.57775,0.57954,0.58491,0.58033,0.5797,0.57655,0.57566
"O95777",0.42364,0.57346,0.57509,0.56685,0.55992,0.5911,0.61081,0.61289
"P06132",0.42356,0.38887,0.3823,0.37589,0.38758,0.40446,0.4035,0.4026
"O14776",0.42351,0.44814,0.44328,0.44186,0.44433,0.43982,0.47036,0.47824
"Q5VSL9",0.42351,0.43559,0.43984,0.44259,0.44011,0.48758,0.49116,0.4951
"Q9Y5Q9",0.42277,0.41585,0.42464,0.41833,0.41454,0.42145,0.42527,0.42438
"Q9BW60",0.42276,0.66885,0.67269,0.66586,0.66004,0.66589,0.68586,0.68347
"Q96PU8",0.42222,0.4222,0.42163,0.49343,0.48476,0.47851,0.49442,0.49943
"Q9C005",0.42196,0.40228,0.43428,0.50208,0.50812,0.57667,0.58121,0.57981
"Q9UPY3",0.42158,0.86548,0.88289,0.90543,0.88948,0.88644,0.92313,0.95243
"Q8N1F7",0.42126,0.38212,0.37943,0.37532,0.39694,0.40045,0.40013,0.39988
"Q2TAA2",0.42106,0.43746,0.45297,0.48835,0.54897,0.54351,0.54773,0.54588
"P15144",0.42081,0.56923,0.56059,0.67161,0.68021,0.69289,0.69145,0.69873
"P50336",0.42014,0.4595,0.47452,0.46922,0.47657,0.47031,0.46989,0.46834
"Q53T59",0.41941,0.42494,0.45071,0.56686,0.56028,0.59367,0.58996,0.59042
"Q86V88",0.41865,0.3796,0.4546,0.44925,0.48371,0.49147,0.49394,0.49208
"Q96FS4",0.41864,0.38381,0.38042,0.45251,0.47786,0.47609,0.47733,0.48283
"Q96DA6",0.41854,0.38052,0.37908,0.37782,0.37107,0.45921,0.47218,0.47045
"P63010",0.41852,0.44981,0.45047,0.47509,0.46839,0.48782,0.48847,0.48688
"Q08752",0.41703,0.38272,0.3881,0.39647,0.41478,0.41345,0.4263,0.43668
"P30740",0.41664,0.49979,0.55397,0.55064,0.54122,0.62768,0.6406,0.64392
"Q96BM9",0.41622,0.45475,0.45509,0.45181,0.46899,0.46585,0.48935,0.48822
"P18583",0.41549,0.38849,0.39253,0.38741,0.38181,0.39591,0.39465,0.40645
"Q6IBS0",0.41506,0.40347,0.41611,0.41528,0.40981,0.43231,0.43077,0.43507
"P35659",0.41492,0.38166,0.42437,0.42489,0.42537,0.43013,0.43788,0.4424
"Q16881",0.41434,0.8124,0.79975,0.80584,0.79988,0.82138,0.82624,0.82453
"Q9NZM1",0.41398,0.38161,0.38412,0.40887,0.4314,0.43402,0.4315,0.43027
"Q15532",0.41365,0.44063,0.43316,0.45717,0.45347,0.46421,0.47089,0.50822
"Q15477",0.41355,0.44793,0.44201,0.43419,0.44875,0.44558,0.45762,0.45838
"Q9UI30",0.41351,0.37533,0.36886,0.37735,0.40477,0.40217,0.40373,0.40377
"Q9P2I0",0.41345,0.40012,0.43077,0.47213,0.48252,0.49975,0.50526,0.5151
"P12081",0.41336,0.48527,0.47706,0.46972,0.48338,0.48463,0.48257,0.48231
"P62873",0.41336,0.39786,0.40102,0.41162,0.40758,0.41525,0.41353,0.41569
"P30626",0.4131,0.38548,0.40119,0.4017,0.39992,0.39629,0.39382,0.39292
"P82675",0.41248,0.41614,0.41064,0.42371,0.52413,0.60422,0.60329,0.60822
"Q9UNN5",0.41219,0.49754,0.48933,0.49138,0.48443,0.48153,0.4786,0.48177
"Q02880",0.41163,0.43965,0.46147,0.45328,0.49006,0.50375,0.50093,0.52959
"Q9H0C8",0.41134,0.37514,0.39138,0.38701,0.42831,0.42499,0.42237,0.42277
"P23921",0.41088,0.4213,0.41801,0.47664,0.47311,0.46877,0.50307,0.50122
"A5YKK6",0.41082,0.37271,0.36751,0.37342,0.36727,0.36256,0.36041,0.36004
"Q14789",0.41053,0.37254,0.37835,0.37166,0.37091,0.36638,0.37992,0.38253
"P27695",0.41037,0.37355,0.3789,0.37279,0.38203,0.38311,0.38793,0.3876
"Q14152",0.41019,0.37896,0.37306,0.37913,0.37962,0.37497,0.37266,0.37133
"Q13822",0.40974,0.71262,0.70141,0.83855,0.82344,0.90328,0.94151,1.0295
"Q9BUL8",0.40958,0.54485,0.53628,0.52682,0.53487,0.52823,0.53273,0.53144
"Q8WXH0",0.40937,0.39116,0.39651,0.40208,0.39497,0.40214,0.40443,0.40333
"O14617",0.40919,0.37096,0.36462,0.40293,0.43636,0.43392,0.44408,0.44266
"Q8NDC0",0.40919,0.44008,0.43257,0.4414,0.43576,0.45706,0.45743,0.47744
"Q6P1A2",0.40915,0.41389,0.41586,0.40944,0.43997,0.47429,0.47416,0.47544
"Q92556",0.40914,0.5772,0.60676,0.6433,0.63715,0.63489,0.6341,0.63186
"O75153",0.4087,0.37872,0.4125,0.43037,0.42371,0.42626,0.42394,0.42413
"Q8NF91",0.40869,0.37105,0.4234,0.4542,0.49094,0.4939,0.49383,0.492
"Q93062",0.40847,0.40892,0.42183,0.60965,0.60001,0.61392,0.6146,0.61326
"P40429",0.40782,0.42987,0.43127,0.42378,0.43699,0.43413,0.43236,0.43076
"Q92974",0.40778,0.37517,0.38166,0.42123,0.41875,0.47685,0.5049,0.50874
"Q86Y82",0.40739,0.55154,0.54737,0.56726,0.57999,0.5914,0.59568,0.59395
"Q9NV70",0.40725,0.40425,0.40013,0.39729,0.39014,0.40869,0.40623,0.40552
"Q9BXW7",0.4071,0.4818,0.5398,0.62909,0.69794,0.69791,0.69687,0.69438
"Q9NY33",0.40703,0.37084,0.36499,0.36047,0.35517,0.35147,0.35478,0.35546
"Q99614",0.40679,0.6062,0.60058,0.59372,0.59986,0.60407,0.62149,0.61913
"Q96EP5",0.40652,0.37283,0.37573,0.37011,0.36719,0.36422,0.362,0.36571
"P23919",0.40551,0.38219,0.39476,0.40957,0.4095,0.4353,0.43437,0.43407
"P26232",0.4051,0.9552,0.97193,0.9554,0.94058,0.96831,0.96226,0.9594
"P14866",0.40479,0.37932,0.39629,0.38985,0.3858,0.38216,0.38263,0.38527
"Q9Y3B3",0.40304,0.41238,0.43663,0.47951,0.48833,0.51911,0.51849,0.52571
"P13639",0.40302,0.36997,0.37661,0.37462,0.38803,0.38605,0.38857,0.38977
"Q9UEU0",0.40284,0.40523,0.4273,0.41981,0.4141,0.47011,0.47036,0.48281
"P08708",0.40245,0.42441,0.43137,0.42718,0.43134,0.44165,0.44081,0.4417
"P49790",0.4024,0.36481,0.3622,0.35607,0.35215,0.34988,0.34851,0.35367
"P27482",0.40175,1.0451,1.1652,1.1498,1.1292,1.1622,1.1551,1.153
"Q9NZ01",0.40018,0.47929,0.47265,0.4804,0.47448,0.46898,0.47531,0.47493
"P63000",0.3998,0.37932,0.40403,0.4338,0.44252,0.44935,0.45017,0.4775
"P57105",0.39875,0.49377,0.4858,0.48598,0.54523,0.55137,0.54798,0.5459
"P49959",0.39848,0.42667,0.42102,0.42374,0.42089,0.41896,0.43154,0.43489
"Q04760",0.39801,0.39663,0.39606,0.41711,0.41181,0.41237,0.43359,0.43208
"Q9UKV3",0.39695,0.36237,0.36767,0.36157,0.35958,0.35706,0.35745,0.36695
"P09651",0.39668,0.42417,0.42844,0.42739,0.42646,0.42791,0.42685,0.43145
"P39656",0.3963,0.35987,0.40362,0.41046,0.40413,0.4018,0.39954,0.39905
"Q7Z417",0.39612,0.49161,0.51771,0.51945,0.51722,0.52756,0.55096,0.56597
"O43639",0.39598,0.44811,0.44848,0.44133,0.43342,0.43575,0.43584,0.43424
"P02746",0.39569,0.5502,0.55734,0.59612,0.67648,0.71547,0.71165,0.71017
"Q6NUK1",0.39513,0.45349,0.45265,0.4665,0.45853,0.45473,0.45478,0.45412
"O14976",0.39469,0.55515,0.54879,0.53904,0.53001,0.52326,0.52475,0.5233
"Q13492",0.39463,0.37113,0.36618,0.36071,0.35425,0.34987,0.35148,0.35203
"Q96LD4",0.39449,0.36027,0.36396,0.35803,0.3826,0.38652,0.38769,0.41109
"Q8WUD1",0.39423,0.38521,0.39546,0.41298,0.40598,0.42371,0.43238,0.4414
"Q09028",0.39408,0.38628,0.38063,0.39116,0.40638,0.46148,0.50453,0.51086
"Q9BZE1",0.39359,0.35766,0.3611,0.36007,0.43575,0.43018,0.42793,0.42923
"Q9Y6E0",0.39344,0.54081,0.54187,0.53782,0.52812,0.52141,0.52578,0.52434
"Q13586",0.39294,0.37193,0.3727,0.3728,0.36775,0.36298,0.3663,0.36493
"P99999",0.39264,0.65122,0.65544,0.73352,0.73215,0.72253,0.72326,0.72279
"P13645",0.39259,0.3713,0.36494,0.57065,0.68473,0.67588,0.69941,0.70622
"P02775",0.39219,0.96437,0.95092,0.98502,1.0297,1.0521,1.0456,1.0809
"P42226",0.39198,0.44651,0.44408,0.44882,0.46188,0.46103,0.45911,0.45775
"P63172",0.39181,0.39418,0.40683,0.39961,0.42392,0.4207,0.4202,0.41865
